稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1992-06-01,,システム18,,SEGA,ウォーリーをさがせ!,セガ（AM3研）,0,0,,,,,,,,
1992-07-01,,システムマルチ32,,SEGA,スタジアムクロス,セガ（AM1研）,0,0,,,,,,,,
1992-08-01,,モデル1,RCG,SEGA,バーチャレーシング,セガ（AM2研）,0,0,,鈴木裕,鈴木裕,名越稔洋,光吉猛修,,,
1992-09-01,,システム32,,SEGA,"ゴールデンアックス デスアダーの復讐",セガ（AM1研）,0,0,,,,内田誠,河村知之|竹内雅則,,,
1992-10-01,,C2ボード,PZL落ち物,SEGA,ぷよぷよ,コンパイル,0,0,,,,,,,,
1992-10-01,,システム18,,SEGA,デザートブレイカー,,0,0,,,,,,,,
1992-11-01,,システム32,,SEGA,ホロシアム（英語版）,セガ（AM1研）,0,0,,,,,,,,
1993-03-01,,システムマルチ32,,SEGA,タイトルファイト,セガ（AM3研）,0,0,,,,,,,,
1993-03-01,,システム32,,SEGA,ダークエッジ,セガ（AM3研）,0,0,,,,,ジョエル・マクニーリー|アマニ・K・スミス,,,
1993-05-01,,システム24,,SEGA,クイズめくるめくストーリー,,0,0,,,,,,,,
1993-05-01,,システムマルチ32,,SEGA,アウトランナーズ,セガ（AM1研）,0,0,,,,,中村隆之|光吉猛修|川口博史,,,
1993-06-01,,C2ボード,,SEGA,タントアール,セガ（AM1研）,0,0,,,,,,,,
1993-07-01,,システム32,,SEGA,バーニングライバル,セガ（AM2研）,0,0,,,,,,,,
1993-09-01,,システム32,,SEGA,F1スーパーラップ,セガ（AM2研）,0,0,,,,,,,,
1993-09-01,,システム32,,SEGA,エイリアン3・ザ・ガン,セガ（AM1研）,0,0,,,,,エリオット・ゴールデンサール,キャラクター創造|ダン・オバノン|ロナルド・シャセット,,
1993-10-01,,システム32,,SEGA,ソニック・ザ・ヘッジホッグ,セガ（AM3研）,0,0,,,,大島直人(オリジナルデザイン:クラシックソニック)|上川祐司(アドベンチャー以降:モダンソニック),,,,
1993-12-01,,モデル1,FTG,SEGA,バーチャファイター,セガ（AM2研）,0,0,,鈴木裕,池淵徹,石井精一,中村隆之,,鈴木裕,
1994-02-01,,システム32,,SEGA,ジュラシック・パーク（英語版）,セガ（AM3研）,0,0,,,,,,,,
1994-03-01,,C2ボード,,SEGA,ポトポト,セガ（AM3研）,0,0,,,,,,,,
1994-03-01,,システム32,,SEGA,"ドラゴンボールZ V.R.V.S",セガ（AM3研）,0,0,,,,,,,,
1994-03-01,,システムマルチ32,,SEGA,"ハードダンク 3on3",セガ（AM3研）,0,0,,,,,,,,
1994-03-01,,モデル2,RCG,SEGA,デイトナUSA,セガ（AM2研）,0,0,,,,,,,,
1994-04-01,,モデル1,,SEGA,"スターウォーズ (アーケードゲーム)（英語版）",セガ（AM3研）,0,0,,,,,,,,
1994-05-01,,C2ボード,PZL落ち物,SEGA,スタックコラムス,セガ（AM1研）,0,0,,,,,,,,
1994-06-01,,C2ボード,,SEGA,イチダントアール,セガ（AM1研）,0,0,,,,,,,,
1994-06-01,,モデル1,,SEGA,ウイングウォー,セガ（AM1研）,0,0,,,,,,,,
1994-07-01,,システム32,,SEGA,ザ・Jリーグ1994,セガ（AM1研）,0,0,,,,,,,,
1994-07-01,,ST-V,,SEGA,スポーツフィッシング,セガ（AM4研）,0,0,,,,,,,,
1994-07-01,,モデル2,,SEGA,デザートタンク,セガ（AM2研）,0,0,,,,,,,,
1994-08-01,,C2ボード,,SEGA,ずんずん教の野望,港技研、AM1研,0,0,,熊倉賢一,,大田正之,岩永敦子,,,
1994-09-01,,システム24,,SEGA,"クイズ ゴースト ハンター",セガ（AM1研）,0,0,,矢野義幸|影沼沢聖紀,,,,,"森川真行|森 章|王東順",
1994-09-01,,モデル2,,SEGA,バーチャコップ,セガ（AM2研）,0,0,,,,,,,,
1994-10-01,,C2ボード,PZL落ち物,SEGA,ぷよぷよ通,コンパイル,0,0,,,,,,,,
1994-10-01,,-,,SEGA,グランドクロス,エクセレントシステム,0,0,,,,,,,,
1994-11-01,,モデル2,FTG,SEGA,バーチャファイター2,セガ（AM2研）,0,0,,,,,,,,
1995-02-01,,モデル2,RCG,SEGA,セガラリーチャンピオンシップ,セガ（AM3研）,0,0,,佐々木建仁,山本宗平,佐々木建仁,光吉猛修,,水口哲也,
1995-02-01,,ST-V,,SEGA,ゴールデンアックス・ザ・デュエル（英語版）,セガ（AM1研）,0,0,,,,,,,,
1995-04-01,,H1ボード,,SEGA,クールライダーズ（英語版）,セガ（AM1研）,0,0,,,,,,,,
1995-04-01,,システム16B,,SEGA,登龍門,セガ（AM1研）,0,0,,,,,,,,
1995-04-01,,ST-V,,SEGA,ばくばくアニマル,セガ（AM3研）,0,0,,,,,,,,
1995-05-01,,モデル1,,SEGA,セガネットマーク,セガ（AM3研）,0,0,,,,,,,,
1995-05-01,,モデル2,,SEGA,バーチャストライカー,セガ（AM2研）,0,0,,,,,,,,
1995-06-01,,ST-V,FTG,SEGA,バーチャファイターリミックス,セガ（AM1研）,0,0,,鈴木裕,池淵徹,石井精一,中村隆之,,鈴木裕,
1995-06-01,,モデル2,,SEGA,レールチェイス2,セガ（AM3研）,0,0,,,,,,,,
1995-07-01,,モデル2,,SEGA,インディ500,セガ（AM1研）,0,0,,,,,,,,
1995-07-01,,ST-V,,SEGA,エジホン探偵事務所,セガ（AM1研）,0,0,,,,,,,,
1995-07-01,,ST-V,,SEGA,ファイナルアーチ（英語版）,セガ（AM1研）,0,0,,,,,,,,
1995-08-01,,ST-V,,SEGA,スポーツフィッシング2（英語版）,セガ（メカトロ研）,0,0,,,,,"ミュージックビデオ ""2 Become 1"" - YouTube",,リチャード・スタッナード|マット・ロウ,
1995-08-01,,モデル2,FTG,SEGA,バーチャファイター2.1,セガ（AM2研）,0,0,,,,,,,,
1995-09-01,,モデル2,,SEGA,バーチャコップ2,セガ（AM2研）,0,0,,,,,,,,
1995-10-01,,モデル2,,SEGA,スカイターゲット,セガ（AM1研）,0,0,,,,,,,,
1995-11-01,,ST-V,,SEGA,タタコット,セガ（AM1研）,0,0,,,,,,,,
1995-11-01,,モデル2,,SEGA,ファイティングバイパーズ,セガ（AM2研）,0,0,,,,,,,,
1995-11-01,,モデル2,,SEGA,マンクスTT,セガ（AM3研）,0,0,,,,,,,,
1995-11-01,,ST-V,,SEGA,サンドアール,セガ（AM1研）,0,0,,,,,,,,
1996-01-01,,モデル2,FTG-3D,SEGA,電脳戦機バーチャロン,セガ（AM3研）,0,0,,,,,,,,
1996-02-01,,ST-V,,SEGA,ファンキーヘッドボクサーズ（英語版）,セガ（AM3研）,0,0,,,,,,,,
1996-03-01,,ST-V,FTG,SEGA,バーチャファイターキッズ,セガ（AM2研）,0,0,,,,,,,,
1996-03-01,,ST-V,,SEGA,"ペブルビーチ ザ・グレートショット",T&Eソフト,0,0,,,,,,,,
1996-04-01,,モデル2,,SEGA,ガンブレードN.Y.,セガ（AM3研）,0,0,,,,,,,,
1996-05-01,,ST-V,,SEGA,デカスリート,セガ（AM3研）,0,0,,,,,,,,
1996-05-01,,モデル2,,SEGA,ソニック・ザ・ファイターズ,セガ（AM2研）,0,0,,,,,,,,
1996-06-01,,モデル2,,SEGA,"ラストブロンクス -東京番外地-",セガ（AM3研）,0,0,,,,,,,安部顕信,
1996-06-01,,ST-V,,SEGA,"カラオケクイズ イントロDonDon",サンソフト、サクセス,0,0,,,,,,,,
1996-07-01,,ST-V,,SEGA,ダイナマイト刑事,セガ（AM1研）,0,0,,,,,,,,
1996-08-01,,モデル2,野球,SEGA,ダイナマイトベースボール,セガ（AM1研）,0,0,,,,,,,,
1996-09-01,,モデル2,,SEGA,セガツーリングカーチャンピオンシップ,セガ（AM分室）,0,0,,,,,,,,
1996-09-01,,"モデル3 Step 1.0",FTG,SEGA,バーチャファイター3,セガ（AM2研）,0,0,,,,,,,,
1996-10-01,,モデル2,,SEGA,ウェーブランナー（英語版）,セガ（AM1研）,0,0,,,,,,,,
1996-11-01,,ST-V,,SEGA,マジカル頭脳パワー,セガ（AM1研）,0,0,,,,,,,渡辺弘|吉岡正敏,
1996-11-01,,"モデル3 Step1.5",,SEGA,スカッドレース,セガ（AM2研）,0,0,,,,,,,,
1996-11-01,,モデル2,,SEGA,"セガスキー スーパーG（英語版）",セガ（AM1研）,0,0,,,,,,,,
1996-12-01,,ST-V,PZL落ち物,SEGA,ぷよぷよSUN,コンパイル,0,0,,,,,,,,
1997-01-01,,ST-V,PZL落ち物,SEGA,コラムス'97,セガ（AM1研）,0,0,,,,,,,,
1997-02-01,,ST-V,,SEGA,紫炎龍,童,0,0,,,,,,,,
1997-03-01,,モデル2,,SEGA,ザ・ハウス・オブ・ザ・デッド,セガ（AM1研）,0,0,,,,,,,,
1997-04-01,,モデル2,野球,SEGA,ダイナマイトベースボール'97,セガ（AM1研）,0,0,,,,,,,,
1997-05-01,,モデル2,,SEGA,トップスケーター（英語版）,セガ（AM3研）,0,0,,,,,,,,
1997-06-01,,"モデル3 Step 1.5",,SEGA,バーチャストライカー2（英語版）,セガ（AM2研）,0,0,,,,,"ミュージックビデオ ""2 Become 1"" - YouTube",,リチャード・スタッナード|マット・ロウ,
1997-07-01,,"モデル3 Step 1.5",,SEGA,ロスト・ワールド/ジュラシック・パーク,セガ（AM3研）,0,0,,,,,ジョン・ウィリアムズ,"マイケル・クライトン|『ロスト・ワールド -ジュラシック・パーク2-』",,
1997-09-01,,"モデル3 Step 1.5",,SEGA,"スカッドレース プラス",セガ（AM2研）,0,0,,,,,,,,
1997-09-01,,モデル2,,SEGA,"セガ ウォータースキー（英語版）",セガ（AM1研）,0,0,,,,,,,,
1997-09-01,,"モデル3 Step 1.0",,SEGA,ル・マン24,セガ（AM3研）,0,0,,,,,,,,
1997-10-01,,"モデル3 Step 1.0",FTG,SEGA,バーチャファイター3tb,セガ（AM2研）,0,0,,,,,,,,
1997-10-01,,モデル2,,SEGA,モーターレイド,セガ（AM1研）,0,0,,,,,,,,
1997-11-01,,"モデル3 Step 1.0",,SEGA,ゲットバス（英語版）,,0,0,,,,,,,,
1997-11-01,,ST-V,,SEGA,ウィンターヒート,セガ（AM3研）,0,0,,,,,,,,
1997-11-01,,ST-V,PZL落ち物,SEGA,花組対戦コラムス,セガ（CS2研）,0,0,,,,,,,,
1997-11-01,,ST-V,,SEGA,"全日本プロレス フィーチャリングバーチャ",セガ（AM1研）,0,0,,,,,,,,
1997-12-01,,"モデル3 Step2.0",,SEGA,ハーレーダビッドソン&LAライダーズ（英語版）,,0,0,,,,,,,,
1997-12-01,,モデル2,,SEGA,ビハインド・エネミーラインズ,ロッキード・マーティン,0,0,,,,,,,,
1997-12-01,,ST-V,,SEGA,マルちゃんdeグー!!!,セガ（AM1研）、ウィルリンク,0,0,,,,,,大場つぐみ,,
1998-01-01,,"モデル3 Step 2.0",,SEGA,スキーチャンプ,セガ（AM1研）,0,0,,,,,,,,
1998-02-01,,"モデル3 Step 2.0",RCG,SEGA,セガラリー2,セガ（AM12研）,0,0,,,,,,,,
1998-02-01,,ST-V,,SEGA,"対戦タントアール サシっす!!",セガ（AM1研）,0,0,,,,,,,,
1998-03-01,,"モデル3 Step 2.0",,SEGA,ファイティングバイパーズ2（英語版）,セガ（AM2研）,0,0,,,,,,,,
1998-03-01,,"モデル3 Step 2.0",FTG-3D,SEGA,"電脳戦機バーチャロン オラトリオ・タングラム",セガ（AM3研）,0,0,,,,,,,,
1998-05-01,,"モデル3 Step 2.1",RCG,SEGA,"デイトナUSA2 BATTLE ON THE EDGE",セガ（AM2研）,0,0,,,,,,,,
1998-05-01,,"モデル3 Step 2.0",,SEGA,"バーチャストライカー2 バージョン98",セガ（AM11研）,0,0,,,,,,,,
1998-05-01,,ST-V,,SEGA,レイディアントシルバーガン,トレジャー,0,0,,,,井内ひろし,崎元仁,,,
1998-07-01,,モデル2,,SEGA,ダイナマイト刑事2,セガ（AM1研）,0,0,,,,,,,,
1998-09-01,,"モデル3 Step 2.1",,SEGA,オーシャンハンター,セガ（AM1研）,0,0,,,,,,,,
1998-09-01,,"モデル3 Step 2.1",,SEGA,スパイクアウト,セガ（AM11研）,0,0,,,,,,,,
1998-09-01,,-,,SEGA,つりぼり大会,,0,0,,,,,,,,
1998-10-01,,ST-V,,SEGA,ストレスバスターズ,,0,0,,,,,,,,
1998-11-01,,NAOMI,,SEGA,ザ・ハウス・オブ・ザ・デッド2,セガ（AM1研）,0,0,,,,,,,,
1998-11-01,,"モデル3 Step2.1",,SEGA,スターウォーズ・トリロジー・アーケード（英語版）,セガ（AM12研）,0,0,,,,,,,,
1998-11-01,,"モデル3 Step 2.1",,SEGA,ダートデビルズ,セガ（AM3研）,0,0,,,,,,,,
1998-12-01,,NAOMI,,SEGA,ダイナマイトベースボール'98,セガ（AM1研）,0,0,,,,,,,,
1998-12-01,,"モデル3 Step 2.1",RCG,SEGA,"デイトナUSA2 POWER EDITION",セガ（AM2研）,0,0,,,,,,,,
1998-12-01,,"モデル3 Step2.1",,SEGA,"バーチャストライカー2 バージョン99",セガ（AM11研）,0,0,,,,,,,,
1998-12-01,,"モデル3 Step 2.1",,SEGA,マジカル・トロッコ・アドベンチャー,セガ（AM3研）,0,0,,熊谷美恵,呉田武司,,松村誠一郎|小林千穂,,熊谷美恵,
1998-12-01,,"モデル3 Step 2.1",,SEGA,L.A.マシンガンズ,セガ（AM3研）,0,0,,,,,,,,
1999-01-01,,-,,SEGA,モグラッパー,,0,0,,,,,,,,
1999-01-01,,"モデル3 Step2.1",,SEGA,"スパイクアウト ファイナルエディション",セガ（AM11研）,0,0,,,,,,,,
1999-02-01,,NAOMI,,SEGA,クレイジータクシー,セガ（AM3研）,0,0,,,,,,,,
1999-03-01,,NAOMI,,SEGA,エアラインパイロッツ,セガ（AM1研）,0,0,,,,,,,,
1999-03-01,,NAOMI,,SEGA,ゾンビリベンジ,セガ（AM1研）,0,0,,,,,,,,
1999-04-01,,NAOMI,,SEGA,"ジャイアントグラム 全日本プロレス2",セガ（AM1研）,0,0,,,,,,,,
1999-04-01,,NAOMI,FTG-3D,SEGA,"電脳戦機バーチャロン オラトリオ・タングラム Ver.5.4",セガ（AM3研）,0,0,,,,,,,,
1999-06-01,,NAOMI,,SEGA,リングアウト4×4,セガ（メカトロ研）,0,0,,,,,,,,
1999-07-01,,SEGAHIKARU,,SEGA,"消防士 BRAVE FIRE FIGHTERS",セガ（ソフト1研）,0,0,,,,,,,,
1999-07-01,,NAOMI,,SEGA,F355チャレンジ,セガ（ソフト2研）,0,0,,鈴木裕,,,,,鈴木裕,
1999-07-01,,NAOMI,,SEGA,"バーチャストライカー2 バージョン2000",セガ（ソフト4研）,0,0,,,,,,,,
1999-08-01,,NAOMI,,SEGA,タッチ・デ・ウノー!,セガ（ソフト3研）,0,0,,,,,,,,
1999-09-01,,NAOMI,,SEGA,スーパーメジャーリーグ'99,セガ（ソフト1研）,0,0,,,,,井筒昭雄,宇田学|三浦駿斗(完全新作SP),東仲恵吾,
1999-09-01,,NAOMI,,SEGA,トイファイター,セガ（ソフト3研）、アンカー,0,0,,,,,,,,
1999-09-01,,NAOMI,,SEGA,ジャンボ!サファリ,セガ（ソフト3研）,0,0,,,,,,,,
1999-10-01,,"モデル3 Step 2.1",,SEGA,救急車,セガ（ソフト1研）,0,0,,,,,,,,
1999-10-01,,NAOMI,,SEGA,"DERBY OWNERS CLUB",セガ（ソフト3研）,0,0,,,,,,,,
1999-11-01,,NAOMI,野球,SEGA,ダイナマイトベースボール'99,セガ（ソフト1研）,0,0,,,,,,,,
1999-11-01,,NAOMI,,SEGA,アウトトリガー,セガ（ソフト2研）,0,0,,,,,,,,
1999-11-01,,NAOMI,PZL落ち物,SEGA,セガテトリス,セガ（ソフト1研）、ウィルリンク,0,0,,,,,,,,
1999-12-01,,NAOMI,,SEGA,エイティーン・ホイーラー,セガ（ソフト2研）,0,0,,,,,,,,
1999-12-01,,NAOMI,PZL落ち物,SEGA,"ぷよぷよDA! -featuring ELLENA System-",コンパイル,0,0,,,,,,,,
1999-12-01,,NAOMI,,SEGA,火星チャンネル,セガ（ソフト3研）,0,0,,,,,,,,
1999-12-01,,NAOMI,,SEGA,サンバDEアミーゴ,セガ（ソフト8研｛ソニックチーム｝）,0,0,,,,,,,,
1999-12-01,,NAOMI,,SEGA,パワースマッシュ,セガ（ソフト3研）,0,0,,,,,,,,
2000-01-01,,NAOMI,,SEGA,ザ・タイピング・オブ・ザ・デッド,セガ（ソフト6研）,0,0,,,,,,,,
2000-01-01,,NAOMI,,SEGA,バーチャNBA,セガ（ソフト4研）,0,0,,,,,,,,
2000-02-01,,NAOMI,,SEGA,タッタ・デ・ウノー!2,セガ（ソフト3研）,0,0,,,,,,,,
2000-03-01,,NAOMI,,SEGA,セガマリンフィッシング（英語版）,セガ（ソフト1研）,0,0,,,,,,,,
2000-05-01,,NAOMI,,SEGA,"クイズ ああっ女神さまっ ～闘う翼とともに～",セガ（ソフト1研）,0,0,,,,松原秀典|数井浩子|村田俊治,浜口史郎,横手美智子|富沢義彦,,
2000-06-01,,NAOMI,,SEGA,ダービーオーナーズクラブ2000,セガ（ソフト3研）,0,0,,,,,,,,
2000-06-01,,NAOMI,FTG-3D,SEGA,"電脳戦機バーチャロン オラトリオ・タングラム M.S.B.S. Ver.5.66",セガ（ソフト3研）,0,0,,,,,,,,
2000-07-01,,NAOMI,,SEGA,スラッシュアウト,アミューズメントヴィジョン,0,0,,,,,,,,
2000-08-01,,NAOMI,,SEGA,"ジャイアントグラム2000 全日本プロレス3～栄光の勇者達～","ワウ エンターテイメント",0,0,,,,,,,,
2000-08-01,,SEGAHIKARU,,SEGA,"スター・ウォーズ:レーサー アーケード（英語版）",セガ・ロッソ,0,0,,,,,,,,
2000-08-01,,NAOMI,,SEGA,東京バス案内,フォーティーファイブ,0,0,,,,,,,,
2000-09-01,,SEGAHIKARU,,SEGA,"ナスカー アーケード（英語版）",セガ・ロッソ,0,0,,,,,,,,
2000-10-01,,NAOMI,,SEGA,CRACKIN’DJ,ヒットメーカー,0,0,,,,,,,,
2000-10-01,,NAOMI,,SEGA,デスクリムゾンOX,エコールソフトウェア,0,0,,,,,,,,
2000-11-01,,NAOMI-GD,,SEGA,コンフィデンシャルミッション,ヒットメーカー,0,0,,,,,,,,
2000-11-01,,NAOMI-GD,,SEGA,シャカっとタンバリン!,セガ（メカトロ研、未来研）,0,0,,,,,,,,
2000-11-01,,NAOMI,,SEGA,セガ・ストライクファイター,"ワウ エンターテイメント",0,0,,,,,,,,
2000-12-01,,NAOMI,,SEGA,"サンバDEアミーゴ Ver.2000",ソニックチーム,0,0,,,,,,,,
2000-12-01,,NAOMI-GD,,SEGA,"SPORTS JAM","ワウ エンターテイメント",0,0,,,,,,,,
2000-12-01,,SEGAHIKARU,,SEGA,プラネットハリアーズ（英語版）,アミューズメントヴィジョン,0,0,,,,,,,,
2001-01-01,,NAOMI,,SEGA,F355チャレンジ2,"AM2 of CRI",0,0,,鈴木裕,,,,,鈴木裕,
2001-01-01,,NAOMI,,SEGA,コズミックスマッシュ（英語版）,セガ・ロッソ,0,0,,,,,,,,
2001-02-01,,SEGAHIKARU,,SEGA,"AIR TRIX",ヒットメーカー,0,0,,,,,,,,
2001-03-01,,システム246,,SEGA,ヴァンパイアナイト,"ワウ エンターテイメント",0,0,,,,,,,,
2001-04-01,,NAOMI-GD,,SEGA,"シャカっとタンバリン! もっとノリノリ 新曲追加!!",セガ（未来研、メカトロ研）,0,0,,,,,,,,
2001-04-01,,NAOMI2,,SEGA,バーチャストライカー3,アミューズメントヴィジョン,0,0,,,,,,,,
2001-05-01,,NAOMI-GD,,SEGA,モンキーボール,アミューズメントヴィジョン,0,0,,,,,,,,
2001-05-01,,NAOMI2,,SEGA,ワイルドライダーズ,"ワウ エンターテイメント",0,0,,,,,,,,
2001-06-01,,NAOMI-GD,,SEGA,ダイナミックゴルフ,"ワウ エンターテイメント",0,0,,,,,,,,
2001-06-01,,NAOMI-GD,,SEGA,"CRACKIN’DJ Part2",ヒットメーカー,0,0,,,,,,,,
2001-06-01,,NAOMI2,,SEGA,クラブカート,セガ（メカトロ研）,0,0,,,,,,,,
2001-06-01,,NAOMI-GD,,SEGA,スーパーメジャーリーグ（英語版）,"ワウ エンターテイメント",0,0,,,,,,,,
2001-07-01,,NAOMI-GD,,SEGA,スパイカーズバトル,アミューズメントヴィジョン,0,0,,,,,,,,
2001-07-01,,NAOMI2,,SEGA,ビーチスパイカーズ（英語版）,"AM2 of CRI",0,0,,,,,,,,
2001-08-01,,NAOMI2,,SEGA,ウェーブランナーGP,CRI,0,0,,,,,,,,
2001-08-01,,NAOMI2,FTG,SEGA,バーチャファイター4,SEGA-AM2,0,0,,,,,,,,
2001-10-01,,NAOMI-GD,,SEGA,犬のおさんぽ,"ワウ エンターテイメント",0,0,,,,,,,,
2001-10-01,,NAOMI-GD,,SEGA,エイリアンフロント,"ワウ エンターテイメント",0,0,,,,,,,,
2001-10-01,,NAOMI,,SEGA,ダービーオーナーズクラブII,ヒットメーカー,0,0,,,,,,,,
2001-10-01,,SEGAHIKARU,FTG-3D,SEGA,"電脳戦機バーチャロン フォース",ヒットメーカー,0,0,,,,,,,,
2001-10-01,,NAOMI-GD,,SEGA,パワースマッシュ2,ヒットメーカー,0,0,,,,,,,,
2001-11-01,,NAOMI-GD,,SEGA,"シャカっとタンバリン! 超PowerUpチュッ!",セガ（未来研、メカトロ研）,0,0,,,,,,,,
2001-12-01,,NAOMI-GD,,SEGA,Laキーボードュ,セガ・ロッソ,0,0,,,,,,,,
2001-12-01,,NAOMI-GD,,SEGA,"ルパン三世 THE SHOOTING","ワウ エンターテイメント",0,0,,,,,,,,
2001-12-01,,NAOMI-GD,,SEGA,斑鳩,トレジャー,0,0,,,,,,,,
2002-10-01,,TRIFORCE,,SEGA,バーチャストライカー2002,アミューズメントヴィジョン,0,0,,,,,,,,
2002-02-01,,-,,SEGA,ザ・キング・オブ・ルート66,SEGA-AM2,0,0,,,,,,,石野卓球,
2002-03-01,,NAOMI-GD,,SEGA,バーチャアスリート,ヒットメーカー,0,0,,,,,,,,
2002-03-01,,NAOMI2,,SEGA,"頭文字D Arcade Stage",セガロッソ,0,0,,,,,,,,
2002-05-01,,-,,SEGA,"ルパン三世 THE TYPING","ワウ エンターテイメント",0,0,,,,,,,,
2002-05-01,,NAOMI,,SEGA,ザ･メイズ･オブ･ザ･キングス,ヒットメーカー,0,0,,,,,,,,
2002-06-01,,NAOMI-GD,,SEGA,ムサピィのチョコマーカー,エコールソフトウェア,0,0,,,,,,,,
2002-06-01,,NAOMI2,,SEGA,"WORLD CLUB Champion Football SERIE A 2001-2002",ヒットメーカー,0,0,,,,,,,,
2002-07-01,,NAOMI2,,SEGA,ソウルサーファー,セガロッソ,0,0,,,,,マルコ・ベルトラミ,"『ソウル・サーファー サメに片腕を奪われた13歳』|ベサニー・ハミルトン|シェリル・バーク|リック・バンシュー",,
2002-07-01,,NAOMI,,SEGA,セガ四人打ち麻雀MJ,SEGA-AM2,0,0,,,,,,,,
2002-08-01,,NAOMI2,FTG,SEGA,"バーチャファイター4 エボリューション",SEGA-AM2,0,0,,,,,,,,
2002-12-01,,Chihiro,,SEGA,"ザ・ハウス・オブ・ザ・デッド III","ワウ エンターテイメント",0,0,,,,,,,,
2002-12-01,,NAOMI2,,SEGA,"頭文字D Arcade Stage Ver.2",セガロッソ,0,0,,,,,,,,
2003-01-01,,-,,SEGA,アウトラン2,SEGA-AM2,0,0,,大崎誠,,,,,鈴木裕,
