発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-12-14,PCE,3M,SHT,I.G.S.,バイオレントソルジャー,"￥6,400","￥6,500代",0,-,,,,,,,,
1990-12-14,PCE,3M,SPT,メサイヤ,ワラビー!!,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-12-14,PCE,4M,SHT,NECアベニュー,大旋風,"￥7,200","￥7,000代",0,-,,,,,太田理,,,
1990-12-19,PCE,3M,ACT,フェイス,不思議の夢のアリス,"￥6,400","￥6,500代",0,-,,,ながさわみきや,"YASUSHI.O|ジャイアン JOE|ジャイアン JOE|まつくらちひろ",松平あこ,,三金堂,
1990-12-21,PCE,4M,RAC,NECアベニュー,アウトラン,"￥7,200","￥7,000代",0,-,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1990-12-21,PCE,4M,ACT,フェイス,クロスワイバー,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-21,PCE,3M,SHT,エイコム,天聖龍,"￥7,200","￥7,000代",0,-,,,,,岡村静良|TECCHAN,,,
1990-12-21,PCE,3M,ACT,ナグザット,魔界プリンスどらぼっちゃん,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-22,PCE,6M,RPG,ハドソン,桃太郎伝説II(Vol.35),"￥7,200","￥7,000代",0,30,,,,,,,,
1991-01-08,PCE,2M,SHT,データイースト,オーバーライド,"￥6,500","￥6,500代",0,31,,,,,,,,
1991-01-18,PCE,3M,A-PRG,タイトー,カダッシュ,"￥6,500","￥6,500代",0,-,,辻野浩司,堀崇真,辻野浩司|辻野浩司|仙波隆綱|加藤久和|五十嵐恒三|岩田吉弘|篠田徹也|小川貴之|今枝賢一,西賢二,,はせがわけいすけ,
1991-01-18,PCE,4M,ACT,ハドソン,ジャッキーチェン(Vol.36),"￥6,500","￥6,500代",0,-,,,,,,,,
1991-01-25,PCE,4M,RAC,タイトー,S.C.I.,"￥7,200","￥7,000代",0,-,,,"George K-5|菊池優一|David Uematsu|さこかずのり",酒匂弘幸|堀内文雄|西川英治|山田たかし|おおまえこうじ|河本憲孝|川岸誠治|伏屋一勝|GOMACHAN|もりもとみなこ|五十嵐恒三|仙波隆綱|篠田徹也|小川貴之,ZUNTATA|浅野孝已(ゴダイゴ),,,
1991-02-15,PCE,3M,ACT,タイトー,パラソルスター,"￥6,600","￥6,500代",0,-,,鈴木治雄,鈴木治雄|かわのせら,"内村語|LIGHT STONE|伊藤啓司|大原和浩","山田靖子|TURBO MIRA",内村語,西角友宏,
1991-02-22,PCE,8M,SHT,ハドソン,オルディネス,"￥9,800","￥10,000代",0,-,,今田真二,鈴木俊之,H.HARADA,星恵太,,,
1991-02-22,PCE,2M,PUZ,RIOT,パズルボーイ,"￥6,400","￥6,500代",0,-,,,,,増子司,,,
1991-02-28,PCE,4M,SHT,T.S.S.,デッドムーン,"￥7,400","￥7,500代",0,-,,,,,,,,
1991-03-01,PCE,2M,SPT,ヒューマン,ファイナルマッチテニス,"￥5,700","￥5,500代",0,32,,,,,,,,
1991-03-08,PCE,4M,RAC,メディアリング,ゼロヨンチャンプ,"￥6,900","￥7,000代",0,-,,神長豊,上嶋満也|上坂和幹|水林準次|高松馨,神長豊|三好八太郎|井伊誠|安部直子|小滝佳治,佐々木筑柴,神長豊,松木吉彦|小林靖彦,
1991-03-15,PCE,4M,ACT,ナムコ,おぼっちゃまくん,"￥6,800","￥7,000代",0,-,,,,藤田宗克,宮原恵太,桶谷顕|桜井正明|真保裕一ほか,,
1991-03-15,PCE,2M,PUZ,ナグザット,タイタン,"￥5,900","￥6,000代",0,-,,,,,,,,
1991-03-15,PCE,4M,ACT,アイレム,レジェンドオブヒーロートンマ(Vol.5),"￥7,000","￥7,000代",0,-,,,,,,,,
1991-03-21,PCE,2M,SPT,ナムコ,プロ野球ワールドスタジアム'91,"￥5,800","￥6,000代",0,-,,,,岸本好弘,,,,
1991-03-22,PCE,4M,SHT,ナグザット,1943改,"￥7,200","￥7,000代",0,-,,,BLBON,"船水紀孝|DECHIKUN|佐藤直子|MIKI CHAN|河本憲孝|AHO NO SAKATA",坂口義弘|民谷淳子|松前真奈美|藤田晴美,,岡本吉起,
1991-03-29,PCE,3M,SPT,ビクター音楽産業,TVスポーツフットボール,"￥6,700","￥6,500代",0,-,,,,,,,,
1991-03-29,PCE,1M,PUZ,レーザーソフト,コラムス,"￥6,400","￥6,500代",0,-,,,,ジェイ・ギールセン,上保徳彦,,,
1991-03-29,PCE,4M,SHT,データイースト,サイレントデバッガーズ,"￥6,800","￥7,000代",0,-,,A.KAWAI,笹本浩司,"TDR WATANABE|68000 ISIRO",酒井省吾|岩崎正明|三浦孝史|高濱祐輔|鈴木雄司,,兼安時紀,
1991-03-29,PCE,3M,RAC,メサイヤ,モトローダーII,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-04-05,PCE,4M,SLG,ハドソン,ポピュラス(Vol.37),"￥7,800","￥8,000代",0,-,,,,,,,,
1991-04-06,PCE,2M,A-PUZ,ユニポスト,サーカスライド,"￥5,400","￥5,500代",0,-,,,,,,,,
1991-04-12,PCE,3M,SHT,ナグザット,エターナルシティ都市転送計画,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-04-19,PCE,2M,ACT,ハドソン,アドベンチャーアイランド(Vol.38),"￥5,300","￥5,500代",0,-,,,,,,,,
1991-04-27,PCE,4M,ACT,メサイヤ,改造町人シュビビンマン2～新たなる敵～,"￥6,600","￥6,500代",0,-,,梅木克彦,後藤誠,斉藤智晴|うらべ・すう|斉藤智晴,葉山宏治,うらべ・すう,土田俊郎,
1991-05-24,PCE,1M,PUZ,マイクロキャビン,ハットリス,"￥5,800","￥6,000代",0,-,,,,アレクセイ・パジトノフ|ウラジーミル・ポヒルコ,,,,
1991-06-21,PCE,3M,SPT,ハドソン,パワーイレブン(Vol.39),"￥5,800","￥6,000代",0,-,,,,,,,,
1991-07-05,PCE,4M,SHT,ハドソン,ファイナルソルジャー(Vol.40),"￥6,500","￥6,500代",0,-,,,,,,,,
1991-07-06,PCE,2M,A-PUZ,I.G.S.,トリッキー,"￥6,700","￥6,500代",0,-,,,,,,,,
1991-07-12,PCE,4M,RAC,ニチブツ,F1サーカス'91,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-07-19,PCE,4M,ACT,ハドソン,PC原人2(Vol.41),"￥6,500","￥6,500代",0,-,,,,,,,,
1991-07-19,PCE,4M,RAC,アイレム,レーシング魂(Vol.6),"￥7,000","￥7,000代",0,-,,,,,,,,
1991-07-21,PCE,4M,SHT,フェイス,メタルストーカー,"￥6,980","￥7,000代",0,-,,那須寛之,ながさわみきや|まるやまのぼる|あきやままさゆき,那須寛之|ひろき真冬,斉藤博人|たかはしのぞむ,,,
1991-08-02,PCE,2M,A-PUZ,ビクター音楽産業,スクウィーク,"￥6,400","￥6,500代",0,-,,,,"Laurent Arditi|Stephane Ducasse",,,,
1991-08-09,PCE,4M,SHT,タイトー,はなたーかだか!?,"￥7,200","￥7,000代",0,-,,,,,,,,
1991-08-09,PCE,4M,SPT,ハドソン,パワーリーグ4(Vol.42),"￥6,500","￥6,500代",0,-,,,,,,,,
1991-08-23,PCE,8M,SHT,ハドソン,1941カウンターアタック,"￥9,800","￥10,000代",0,-,,,,,,,,
1991-08-30,PCE,2M,SHT,パックインビデオ,パワーゲイト,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-08-30,PCE,4M,SPT,ヒューマン,ファイヤープロレスリング2ndBOUT,"￥6,900","￥7,000代",0,-,,市瀬大輔|茶々丸,柳田文樹|かないまさとし|てしまてるゆき,笹沢英昭|市瀬大輔|小杉和則|阿部賢一,庭山博也|田中宏典|大谷哲司|山崎正通,,,
1991-09-06,PCE,1M,RAM,NEC-HE,天の声バンク,"￥3,880","￥4,000代",0,-,,,,,,,,
1991-09-20,PCE,3M,SPT,タイトー,ヒットジアイス,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-09-20,PCE,2M,SPT,ナムコ,ワールドジョッキー,"￥5,800","￥6,000代",0,-,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,
1991-09-27,PCE,4M,ACT,メサイヤ,どらごんEGG!,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-09-27,PCE,6M,A-PRG,ハドソン,ニュートピアII(Vol.43),"￥7,200","￥7,000代",0,-,,,,,,,,
1991-09-27,PCE,4M,ETC,NECアベニュー,森田将棋PC,"￥7,200","￥7,000代",0,-,,,,,,,,
1991-10-04,PCE,4M,ACT,アトラス,メソポタミア,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-10-18,PCE,2M,RAC,ナムコ,ワールドサーキット,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-10-26,PCE,2M,SYS,NEC-HE/ハドソン,スーパーシステムカードVer3.0,"￥9,800","￥10,000代",0,-,,,,,,,"KENJI KISAKI",
1991-11-08,PCE,4M,ETC,フェイス,タイムクルーズⅡ,"￥7,200","￥7,000代",0,-,,,,,,,,
1991-11-15,PCE,2M,SHT,コナミ,グラディウス,"￥6,000","￥6,000代",0,-,,,,,,,,
1991-11-15,PCE,4M,SHT,パルソフト（クエスト）,マジカルチェイス,"￥7,800","￥8,000代",0,-,,皆川裕史,TAT.P|ASM|MASA.H|M.OGAWA,SUGURU.T|皆川裕史,岩田匡治|崎元仁,,,
1991-11-22,PCE,6M,SHT,ハドソン,雷電(Vol.44),"￥7,200","￥7,000代",0,-,,,,,,,,
1991-11-29,PCE,4M,SHT,ナグザット,コリューン,"￥6,800","￥7,000代",0,-,,,高岡義晴,高岡義晴|もりけん,松下寿志|森島大祐,,,
1991-11-29,PCE,2M,SLG,パックインビデオ,スーパーメタルクラッシャー,"￥6,200","￥6,000代",0,-,,,,,,,,
1991-11-29,PCE,4M,ACT,ニチブツ,ファイティングラン,"￥6,900","￥7,000代",0,-,,KOTOBUKI,UME,KOTOBUKI|TERMI|ROBOTMAN|HORINO|KENJI,船場洋志,,,
1991-11-29,PCE,4M,SPT,アスク講談社,モンスタープロレス,"￥6,800","￥7,000代",0,-,,,,,,,,
1991-11-29,PCE,2M,ETC,ホームデータ,将棋初心者無用,"￥7,300","￥7,500代",0,-,,,,,,,,
1991-12-06,PCE,4M,ACT,ハドソン,ドラえもんのび太のドラビアンナイト(Vol.46),"￥5,800","￥6,000代",0,-,,,,,,,,
1991-12-06,PCE,4M,ADV,ナグザット,バブルガムクラッシュ,"￥7,200","￥7,000代",0,-,,,,"園田健一|園田健一(PART1)|柿沼秀樹(PART1 - 3)|荒牧伸志(PART1 - 3)",中沢武仁(第1・3話)|太田美知彦(第2話),鈴木敏充,,
1991-12-06,PCE,4M,SHT,コナミ,沙羅曼蛇,"￥6,000","￥6,000代",0,-,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,
1991-12-13,PCE,4M,ACT,NEC-HE,ゲンジ通信あげだま,"￥5,800","￥6,000代",0,-,,,,水谷兼之介(原案)|辻初樹,佐橋俊彦,富田祐弘|さくまあきら,,
1991-12-13,PCE,4M,RPG,メディアリング,スパイラルウェーブ,"￥6,900","￥7,000代",0,-,,,,,,,,
1991-12-13,PCE,4M,ACT,NHKエンタープライズ,にこにこぷん,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-12-13,PCE,2M,SHT,ココナッツジャパン,バリスティックス,"￥6,900","￥7,000代",0,-,,,,,ドン・デイヴィス,アラン・マッケルロイ,,
1991-12-20,PCE,6M,ETC,ハドソン,スーパー桃太郎電鉄Ⅱ(Vol.45),"￥6,800","￥7,000代",0,-,,,,,,,,
1991-12-27,PCE,4M,SHT,ナムコ,ドラゴンセイバー,"￥6,800","￥7,000代",0,-,,,"""ALL OR NOT""NISHIMAKI|""SHIOHIGALER""ITO","根来司|O!SUGI|石川達也|KIM 045|H.MIYSIMA|SHIGEMARU|MA.HA.HO|TEJIMA|NAKAMURA|WAGATUMA|YOSINAMI|YANAGIHARA",細江慎治,石川達也,"ASINAGA BUCHO|YOKO BOSS",
1992-01-04,PCE,4M,SHT,アイマックス,冒険男爵ドン,"￥6,800","￥7,000代",0,-,,,,,,,,
1992-01-10,PCE,4M,ETC,ナムコ,ちびまる子ちゃんクイズでピーヒャラ,"￥6,800","￥7,000代",0,-,,,,,,,,
1992-01-17,PCE,4M,ACT,タイトー,ミズバク大冒険,"￥7,400","￥7,500代",0,-,,平松信宏|松本俊明,石田一朋|ながはらくさご|つねきよこうじ|黒沢孝,平松信宏|平松信宏|鯨井洋代|岩田吉弘|PEACOCK|V.A.P,海野和子|小倉久佳,,,
1992-01-24,PCE,4M,ACT,ハドソン,忍者龍剣伝(Vol.47),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-01-31,PCE,4M,SLG,NHKエンタープライズ,NHK大河ドラマ太平記,"￥6,500","￥6,500代",0,-,,,,,,"池端俊策 他",,
1992-01-31,PCE,4M,SPT,トンキンハウス,サイバードッジ,"￥6,800","￥7,000代",0,-,,,,,,,,
1992-02-21,PCE,8M,SHT,コナミ,パロディウスだ!～神話からお笑いへ～,"￥9,800","￥10,000代",0,-,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1992-02-28,PCE,4M,SHT,コナミ,出たな!!ツインビー,"￥6,800","￥7,000代",0,-,,おおさわまさと,しもむらとおる,SHUZILOW.HA,前沢秀憲|山根ミチル|中島正恵,,,
1992-02-28,PCE,4M,ETC,UPL,麻雀覇王伝カイザーズクエスト,"￥7,200","￥7,000代",0,-,,,,,,,,
1992-03-06,PCE,4M,SHT,メディアリング,トイレキッズ,"￥6,900","￥7,000代",0,-,,井関靖典,"POMOO PETARO",さとうひろ|HAGICHAN,"T's MUSIC",,松木吉彦|菅原尚志,
1992-03-13,PCE,4M,ETC,ココナッツジャパン,パチ夫君十番勝負,"￥7,900","￥8,000代",0,-,,,,,,,,
1992-03-13,PCE,3M,SHT,タイトー,極楽!中華大仙,"￥6,800","￥7,000代",0,-,,,,,,,,
1992-04-03,PCE,4M,SPT,ナグザット,熱血高校ドッジボール部PCサッカー編,"￥6,900","￥7,000代",0,-,,豊嶋真人,宮串英明|松田康,井伊誠|AKKO-CHAN,西川浩史,,,
1992-04-07,PCE,4M,ACT,ナムコ,源平討魔伝巻の弐,"￥6,800","￥7,000代",0,-,,じぇいじぇい|ぱやぱや,東尾直樹|しるねた,守谷勝|吉田大也,がっぴー|奥山みよし|ひろよん,H.CHATANI,,
1992-06-05,PCE,4M,ACT,ナムコ,ドルアーガの塔,"￥6,800","￥7,000代",0,-,,,内藤智,遠藤雅伸|篠崎雄一郎,小沢純子,,,
1992-06-26,PCE,4M,ACT,ハドソン,高橋名人の新冒険島(Vol.49),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-07-10,PCE,4M,SHT,ハドソン,ソルジャーブレイド(Vol.50),"￥6,500","￥6,500代",0,-,,,,,,,上領亘,
1992-07-24,PCE,4M,SHT,タイトー,TATSUJINタツジン,"￥7,200","￥7,000代",0,-,,,弓削雅稔,荻原直樹|清水由美子,弓削雅稔,,弓削雅稔,
1992-07-24,PCE,2M,ETC,ビクター音楽産業,ストラテゴ,"￥6,900","￥7,000代",0,-,,,,,,,,
1992-08-07,PCE,6M,SPT,ハドソン,パワーリーグ5(Vol.51),"￥6,800","￥7,000代",0,-,,,,,,,,
1992-09-25,PCE,4M,SPT,ハドソン,炎の闘球児ドッジ弾平(Vol.52),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-10-02,PCE,4M,ACT,アイレム,激写ボーイ(Vol.7),"￥7,000","￥7,000代",0,31,,,,,,,,
1992-10-10,PCE,4M,SPT,ハドソン,パワースポーツ(Vol.53),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-11-13,PCE,8M,SPT,ヒューマン,ファイアープロレスリング3レジェンドバウト,"￥7,900","￥8,000代",0,-,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1992-11-20,PCE,4M,SHT,ハドソン,PC電人(Vol.54),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-11-27,PCE,4M,SHT,ニチブツ,テラクレスタIIマンドラーの逆襲,"￥6,900","￥7,000代",0,-,,,,,,,,
1992-12-04,PCE,4M,RPG,ハドソン,桃太郎伝説外伝第一集(Vol.55),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-12-11,PCE,4M,ACT,ハドソン,ボンバーマン'93(Vol.56),"￥6,500","￥6,500代",0,-,,,,,,,,
1992-12-18,PCE,4M,RAC,ニチブツ,F1サーカス'92,"￥7,400","￥7,500代",0,-,,,,,,,,
1993-02-10,PCE,2M,A-PUZ,ハドソン,バトルロードランナー(Vol.57),"￥5,800","￥6,000代",0,-,,,,,,,,
1993-02-19,PCE,2M,SPT,ナグザット,つっぱり大相撲平成版,"￥6,300","￥6,500代",0,-,,,,,,,,
1993-03-02,PCE,8M,ACT,ハドソン,PC原人3(Vol.58),"￥7,200","￥7,000代",0,-,,,,,,,,
1993-04-29,PCE,3M,SPT,ビクター音楽産業,TVスポーツアイスホッケー,"￥7,200","￥7,000代",0,-,,,,,,,,
1993-04-29,PCE,4M,SPT,ビクター音楽産業,TVスポーツバスケットボール,"￥7,200","￥7,000代",0,-,,,,,,,,
1993-05-14,PCE,4M,SPT,ニチブツ,Jリーググレイテストイレブン,"￥7,400","￥7,500代",0,-,,,,,,,,
1993-06-12,PCE,20M,ACT,NEC-HE,ストリートファイターII',"￥9,800","￥10,000代",0,34,,西谷亮,,西谷亮(NIN)|安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1993-06-25,PCE,4M,SPT,ハドソン,パワーテニス(Vol.59),"￥6,500","￥6,500代",0,-,,,,,,,,
1993-10-15,PCE,6M,SPT,ハドソン,パワーリーグ'93(Vol.60),"￥6,800","￥7,000代",0,-,,,,,,,,
1993-12-10,PCE,8M,ACT,ハドソン,ボンバーマン'94(Vol.61),"￥6,800","￥7,000代",0,-,,,,,,,,
1994-01-15,PCE,4M,SPT,ヒューマン,フォーメーションサッカーオンJリーグ,"￥6,500","￥6,500代",0,-,,,,,,,,
1994-03-12,PCE,16M,RAM,NEC-HE,アーケードカードDUO,"￥12,800","￥13,000代",0,-,,,,,,,,
1994-03-12,PCE,18M,RAM,NEC-HE,アーケードカードPRO,"￥17,800","￥18,000代",0,-,,,,,,,,
1994-12-16,PCE,4M,ETC,NEC-HE,21エモンめざせホテル王,"￥6,800","￥7,000代",0,-,,,,,,,,
1988-01-01,PCE,2M,SPT,ハドソン,パワーリーグオールスターゴールドヒューカード,非売品,非売品,0,-,,,,,,,,
1989-01-01,PCE,3M,SHT,ハドソン,ガンヘッドスペシャルバージョン,非売品,非売品,0,-,,,,,,,,
1990-03-16,PCE,6M,SHT,NECアベニュー,ダライアスα,非売品,非売品,0,-,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-01-01,PCE,2M,ACT,ハドソン,ボンバーマンユーザーズバトル,非売品,非売品,0,-,,,,,,,,
1990-01-01,PCE,4M,SHT,ハドソン,スーパースターソルジャースペシャルバージョン,非売品,非売品,0,-,,,,,,,,
1991-01-01,PCE,4M,SHT,ハドソン,ファイナルソルジャースペシャルバージョン,非売品,非売品,0,-,,,,,,,,
1992-01-01,PCE,4M,SHT,ハドソン,ソルジャーブレイドスペシャルバージョン,非売品,非売品,0,-,,,,,,,,
1992-01-01,PCE,4M,ACT,ハドソン,ボンバーマン'93スペシャルバージョン,非売品,非売品,0,-,,,,,,,,
1993-01-01,PCE,6M,ACT,ハドソン,PC原人3体験版,非売品,非売品,0,-,,,,,,,,
1991-12-26,PCE,4M,ETC,GamesExpress,アイドル花札ファンクラブ,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-04-16,PCE,4M,ETC,GamesExpress,究極麻雀アイドルグラフィック,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-07-13,PCE,8M,RPG,GamesExpress,レディソード-略奪された10人の乙女-,"￥9,800","￥10,000代",0,-,,,,,,,,
1992-09-14,PCE,4M,ETC,GamesExpress,PCパチスロアイドルギャンブラー,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-12-24,PCE,4M,ETC,GamesExpress,AVポーカーワールドギャンブラー,"￥8,900","￥9,000代",0,-,,,,,,,,
1993-02-23,PCE,4M,RPG,GamesExpress,ボディコンクエストII,"￥8,900","￥9,000代",0,-,,,,,,,,
1993-10-08,PCE,4M,ETC,GamesExpress,究極麻雀2スーパーアイドルグラフィック,"￥8,900","￥9,000代",0,-,,,,,,,,
1993-01-01,PCE,32K,ETC,GamesExpress,HACKERCDCARDGAMESEXPRESSCDCARD1993,非売品,非売品,0,-,,,,,,,,
1994-03-26,PCE,8M,ACT,GamesExpress,ストリップファイターII,"￥9,800","￥10,000代",0,-,,,,,,,,
1994-05-13,PCE,8M,ETC,GamesExpress,クイズ投稿写真,"￥9,800","￥10,000代",0,-,,,,,,,,
1988-12-04,PCE💿CDROM,💿512MB,ACT,ハドソンNEC,ファイティング・ストリート💿,調査中,調査中,0,-,,西山隆志,こいけひろし|すがはらのぶやす,"松本裕司(プランナー)|CRUSHER ICHI|DABADA ATSUSHI|BONSOIR YUKO|OGAN MIYUKI|BRAVO OYU|INNOCENT SAICHO",坂口由洋,,,
1988-12-04,PCE💿CDROM,💿512MB,ADV,ハドソン,No・Ri・Ko💿,調査中,調査中,0,-,,,,,,,,
1988-12-23,PCE💿CDROM,💿512MB,他,ハドソン,ビックリマン大事界💿,調査中,調査中,0,-,,,,,,,,
1989-03-31,PCE💿CDROM,💿512MB,ADV,ハドソン,コブラ黒竜王の伝説💿,調査中,調査中,0,-,,酒井啓行,飛田雅宏,秋元哲也|角谷篤志,中村暢之,島田良尚|長山豊|伝田由紀,,
1989-06-23,PCE💿CDROM,💿512MB,ACT,日本テレネット、NEC,ヴァリスII💿,調査中,調査中,0,-,,,,,,,,
1989-06-30,PCE💿CDROM,💿512MB,RPG,ハドソン,天外魔境ZIRIA💿,調査中,調査中,0,30,,広井王子,中田伸一|山森正和,辻野寅次郎,坂本龍一|小久保隆,"あだちひろし|荒井弘二(Xbox 360:遥かなるジパング)",大里幸夫|清水始|今井丈雄,
1989-08-31,PCE💿CDROM,💿512MB,SHT,ハドソンNEC,ワンダーボーイIIIモンスター・レアーMonsterLair💿,調査中,調査中,0,33,,,,,,,,
1989-09-14,PCE💿CDROM,💿512MB,SPT,日本テレネット,SUPERアルバトロス💿,調査中,調査中,0,-,,,,,,,,
1989-09-22,PCE💿CDROM,💿512MB,ACT,NECアベニュー,獣王記💿,調査中,調査中,0,-,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),"内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD)",中林亨(AC)|長井和彦(MD),,,
1989-10-27,PCE💿CDROM,💿512MB,ADV,ビクター音楽産業,鏡の国のレジェンド💿,調査中,調査中,0,-,,島田良尚,松本建太,島田良尚|斉藤明宏|北村正,宮元真佐人,島田良尚,小森治信,
1989-10-27,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME1💿,調査中,調査中,0,-,,,,,,,,
1989-10-27,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME2💿,調査中,調査中,0,-,,,,,,,,
1989-11-24,PCE💿CDROM,💿512MB,TBL,ハドソン,ぎゅわんぶらあ自己中心派激闘36雀士💿,調査中,調査中,0,30,,,,,,,,
1989-12-15,PCE💿CDROM,💿512MB,SHT,NECアベニュー,サイドアーム・スペシャル💿,調査中,調査中,0,-,,,青木隆,船水紀孝|岡本吉起|竹中善則|河本憲孝|安田朗,森安也子,,,
1989-12-20,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME3💿,調査中,調査中,0,-,,,,,,,,
