発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1991-08-09,1,2,ACT,タイトー,エレベーターアクション,"￥3,400","￥3,500代",0,,,,,今村善雄,,,
1991-08-09,1,4,STG,コナミ,ネメシス2,"￥3,800","￥4,000代",0,,,,,,,,
1991-08-09,1,1,ACT,ノバ,バトルシティ,"￥3,090","￥3,000代",0,,,大久保良一,兵藤岳史|小野浩,小沢純子,,,
1991-08-09,1,3,PZL,アスミック,メガリット,"￥3,900","￥4,000代",0,,,,,,,,
1991-08-09,1,3,SPT,徳間書店,東尾修監修プロ野球スタジアム'91,"￥4,200","￥4,000代",0,,,,,,,,
1991-08-23,1,3,ACT,サン電子,ボンバーキングシナリオ2,"￥3,400","￥3,500代",0,,DA.T,岡坂道夫,朝茂之,瀬谷辰宇,,吉田喜春,
1991-09-13,1,3,ADV,タカラ,ちびまる子ちゃん2デラックスまる子ワールド,"￥3,800","￥4,000代",0,,,,,,,,
1991-09-13,1,3,RPG,タイトー,ナイトクエスト,"￥3,600","￥3,500代",0,,,,,,,,
1991-09-13,1,4,RPG,ハドソン,時空戦記ムー,"￥4,500","￥4,500代",0,,,白谷守,金子良馬|野村郁朋|寺岡大介|おちよしひこ,坂本慎一|わたなべひろみつ,,上田和敏|小崎整,
1991-09-20,1,3,ETC,NCS,ウイナーズホース,"￥4,000","￥4,000代",0,,,,,,,,
1991-09-27,1,4,RPG,やのまん,アレサ2,"￥4,800","￥5,000代",0,,,,,,,,
1991-09-27,1,4,SPT,テクモ,テクモボウルGB,"￥3,800","￥4,000代",0,,,,,,,,
1991-09-27,1,3,RPG,タカラ,少年アシベゆうえんちパニック,"￥3,800","￥4,000代",0,,,,,,,,
1991-10-01,1,4,RPG,アスキー,ウィザードリィ外伝1女王の受難,"￥4,635","￥4,500代",0,,,,,,,,
1991-10-18,1,3,RPG,ビック東海,ザードの伝説,"￥3,980","￥4,000代",0,,澤田芳明|ウラトリマクリマン8,,はしうりゆき,玉山文人,ウルフやまき|きどころひとみ|野村十稔,四条いくお,
1991-10-25,1,3,ACT,エピック・ソニーレコード,ドラゴンズ・レア,"￥3,500","￥3,500代",0,,,マイケル・クナウアー|ヴィンス・リー,リック・ダイアー|ビクター・ペンマン|マーティ・フォールガー|ダーリーン・ウォディントン|ドン・ブルース,クリストファー・ストーン,,,
1991-11-01,1,3,SPT,コナミ,コナミックゴルフ,"￥3,800","￥4,000代",0,,,,,,,,
1991-11-08,1,3,SPT,テクノスジャパン,熱血高校ドッジボール部強敵！闘球戦士の巻,"￥3,600","￥3,500代",0,,,,,,,,
1991-11-15,1,4,ACT,コナミ,TMNT2,"￥3,800","￥4,000代",0,,,,,,,,
1991-11-22,1,3,PZL,シグマ商事,ポパイ2,"￥3,500","￥3,500代",0,,,,,,,,
1991-11-22,1,2,PZL,ヨネザワ,秘伝陰陽気功法図式謎遊戯華佗,"￥3,500","￥3,500代",0,,,,,,,,
1991-11-29,1,3,PZL,エピック・ソニーレコード,アルタードスペース,"￥3,500","￥3,500代",0,,,,,,,,
1991-11-29,1,4,RPG,カルチャーブレーン,スーパーチャイニーズランド2宇宙大冒険,"￥3,980","￥4,000代",0,,,,,,,,
1991-12-03,1,3,SPT,ナムコ,ナムコクラシック,"￥3,500","￥3,500代",0,,,,,,,,
1991-12-06,1,3,SPT,トンキンハウス,ドッジボーイ,"￥3,500","￥3,500代",0,,,,,,,,
1991-12-13,1,1,SLG,パック・イン・ビデオ,マインスウィーパー掃海艇,"￥3,500","￥3,500代",0,,,,,,,,
1991-12-13,1,4,RPG,スクウェア,SaGa3時空の覇者[完結編],"￥4,900","￥5,000代",0,,,,,,,,
1991-12-13,1,3,STG,タイトー,サーガイア,"￥3,600","￥3,500代",0,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1991-12-13,1,3,ETC,ココナッツジャパンエンターテイメント,パチンコ西遊記,"￥3,900","￥4,000代",0,,,,,,,,
1991-12-13,1,3,TBL,メルダック,バトルオブキングダム,"￥3,800","￥4,000代",0,,,,,,,,
1991-12-13,1,3,SPT,アイ・ジー・エス,ワールドビーチバレー1991GBカップ,"￥3,900","￥4,000代",0,,,,,,,,
1991-12-13,1,3,ACT,テクモ,忍者龍剣伝GB摩天楼決戦,"￥3,800","￥4,000代",0,,,いしはらかずひこ,谷口俊一,水谷郁|山西浩一,,,
1991-12-14,1,3,RPG,ポニーキャニオン,ウルティマ失われたルーン,"￥4,800","￥5,000代",0,,,,,,,,
1991-12-14,1,3,ETC,ユタカ,きんぎょ注意報！わぴ子のわくわくスタンプラリー！,"￥3,500","￥3,500代",0,,,,,,,,
1991-12-14,1,2,PZL,任天堂,ヨッシーのたまご,"￥2,600","￥2,500代",0,,田尻智,新改裕二|郡山昭仁,丸山傑規|杉森建,増田順一,,宮本茂,
1991-12-20,1,4,ETC,トミー,アメリカ横断ウルトラクイズPART2,"￥3,980","￥4,000代",0,,,,,,,,
1991-12-20,1,4,TBL,トミー,モノポリー,"￥3,980","￥4,000代",0,,,,チャールズ・B・ダロウ (en) ,,,,
1991-12-20,1,4,ACT,カプコン,ロックマンワールド2,"￥3,500","￥3,500代",0,,,,,山崎憲司,,,
1991-12-20,1,3,STG,アイレム,太陽の勇者ファイバードGB,"￥3,800","￥4,000代",0,,,,,,,,
1991-12-25,1,4,ACT,コナミ,がんばれゴエモンさらわれたエビス丸,"￥3,800","￥4,000代",0,,,岩碕一男|後藤保|福井康文,寺田一友|寺田一友|中坂昇,田坂真二|萩原善之|十一谷明広,,,
1991-12-26,1,4,RPG,ハドソン,桃太郎伝説外伝,"￥4,500","￥4,500代",0,,さくまあきら,,土居孝幸,関口和之,さくまあきら(貧乏神伝説|浦島伝説)|山口宏(夜叉姫伝説),,
1991-12-27,1,2,ACT,NCS,ジャンケンマン,"￥3,600","￥3,500代",0,,,,はばらのぶよし|深沢幸司(サブ)|はばらのぶよし(メイン)|植田洋一|深沢幸司(サブ),安藤高弘,あかほりさとる|遠藤徹哉,,
1991-12-27,1,3,PZL,KANEKO,ピータン,"￥3,600","￥3,500代",0,,,,,,,,
1991-12-27,1,3,RAC,バリエ,中嶋悟監修F-1HEROGBWORLDCHAMPIONSHIP'91,"￥3,500","￥3,500代",0,,,,,,,,
1991-12-28,1,2,ACT,トミー,絶対無敵ライジンオー,"￥3,200","￥3,000代",0,,,,武内啓|やまだたかひろ,田中公平,矢立肇,,
1991-12-29,1,3,FTG,ベック,ウルトラマン,"￥3,500","￥3,500代",0,,,,,,"金城哲夫 ほか",,
1992-01-08,1,3,SLG,タカラ,機甲警察メタルジャック,"￥3,800","￥4,000代",0,,,,内田順久|牧野行洋,岩崎文紀,矢立肇,,
1992-01-10,1,3,SLG,ヒューマン,トキオ戦記英雄列伝,"￥4,500","￥4,500代",0,,おおはしひろゆき,,アネックス|いいやんさんすー|加藤三千代|神崎ひろこ,ミント,,飯田和憲,
1992-01-14,1,2,PZL,ジャレコ,Q-bert,"￥4,200","￥4,000代",0,,,,,,,,
1992-01-18,1,4,SLG,バンダイ,SD戦国伝2天下統一編,"￥4,800","￥5,000代",0,,,,,,,,
1992-01-21,1,4,ACT,任天堂,メトロイド2リターンオブサムス,"￥3,500","￥3,500代",0,,,,,,,,
1992-01-24,1,2,ACT,バップ,しっぽでブン！！,"￥3,800","￥4,000代",0,,,,,,,,
1992-01-24,1,3,TBL,ナムコ,雀卓ボーイ,"￥3,500","￥3,500代",0,,,,,,,,
1992-01-31,1,3,RPG,アテナ,TWIN,"￥3,900","￥4,000代",0,,,,,,,,
1992-02-01,1,3,ACT,コナミ,タイニートゥーンアドベンチャーズ,"￥3,500","￥3,500代",0,,,,,ブルース・ブロートン,ポール・ディニ,,
1992-02-14,1,3,SPT,ホット・ビィ,WWFスーパースターズ,"￥3,900","￥4,000代",0,,,,,,,,
1992-02-14,1,3,SPT,ヒロ,トラックミート目指せバルセロナ,"￥3,800","￥4,000代",0,,,,,,,,
1992-02-21,1,3,RPG,サミー工業,ベリウス2復讐の邪神,"￥4,200","￥4,000代",0,,,,,,,,
1992-02-21,1,3,ACT,ジャレコ,怒りの要塞2,"￥3,900","￥4,000代",0,,,,,,,,
1992-02-28,1,4,RPG,バンプレスト,ONI2隠忍伝説,"￥4,980","￥5,000代",0,,,,,,,,
1992-02-28,1,3,TBL,バリエ,新世紀GPXサイバーフォーミュラ,"￥3,980","￥4,000代",0,,,,いのまたむつみ(原案)|吉松孝博|河森正治|いのまたむつみ(原案)|久行宏和,佐橋俊彦,矢立肇,,
1992-02-28,1,3,ACT,ナムコ,平成天才バカボン,"￥3,500","￥3,500代",0,,,,岸義之,本間勇輔,赤塚不二夫,,
1992-03-06,1,3,RPG,エポック社,ドラゴンスレイヤー外伝眠りの王冠,"￥4,500","￥4,500代",0,,,,,,,,
1992-03-06,1,2,ACT,キングレコード,ラブルセイバー2,"￥3,800","￥4,000代",0,,,,,,,,
1992-03-06,1,3,ACT,ハドソン,高橋名人の冒険島2,"￥3,800","￥4,000代",0,,,,,,,,
1992-03-13,1,3,ACT,エピック・ソニーレコード,ハドソン・ホーク,"￥3,500","￥3,500代",0,,,,,マイケル・ケイメン|ロバート・クラフト,スティーヴン・E・デ・スーザ|ダニエル・ウォーターズ,,
1992-03-13,1,4,ACT,メルダック,読本夢五誉身天神怪戦2,"￥4,500","￥4,500代",0,,,,,,,,
1992-03-19,1,3,SPT,バップ,スーパーストリートバスケットボール,"￥4,200","￥4,000代",0,,,,,,,,
1992-03-19,1,3,ACT,エピック・ソニーレコード,ロボコップ2,"￥3,500","￥3,500代",0,,,,,レナード・ローゼンマン,キャラクター創造|エドワード・ニューマイヤー|マイケル・マイナー,,
1992-03-27,1,4,SLG,テクモ,キャプテン翼VS,"￥4,200","￥4,000代",0,,,,,山岸継司|斎藤幹雄|おかむらまゆこ,,,
1992-03-27,1,3,RAC,アトラス,チキチキマシーン猛レース,"￥3,900","￥4,000代",0,,,,,"Hoyt Curtin","Larz Bourne Dalton Sandifer Tom Dagenais Michael Maltese","ウィリアム・ハンナ ジョセフ・バーベラ",
1992-03-27,1,3,ETC,タカラ,ちびまる子ちゃん3めざせ！ゲーム大賞,"￥3,800","￥4,000代",0,,,,,,,,
1992-03-27,1,3,SPT,イマジニア,プロサッカー,"￥3,800","￥4,000代",0,,,,,,,,
1992-03-27,1,4,SLG,徳間書店インターメディア,リトルマスター2雷光の騎士,"￥4,800","￥5,000代",0,,川野忠仁,ONITAMA,川野忠仁|山本浩史|後藤滋,やまだゆうじ,,たなかさとし,
1992-03-27,1,2,TBL,サミー工業,雀四郎,"￥3,800","￥4,000代",0,,,,,,,,
1992-03-28,1,3,ACT,サン電子,バットマンリターンオブザジョーカー,"￥3,800","￥4,000代",0,,,,,,,,
1992-04-03,1,3,ACT,エピック・ソニーレコード,HOOK,"￥3,500","￥3,500代",0,,,,,,,,
1992-04-17,1,3,ETC,アスミック,DX馬券王Z,"￥5,900","￥6,000代",0,,,,,,,,
1992-04-24,1,4,SPT,ハドソン,炎の闘球児ドッジ弾平,"￥4,500","￥4,500代",0,,,,はしもとかつみ|郷敏治,勝又隆一,こしたてつひろ,,
1992-04-24,1,1,PZL,アクレイムジャパン,ミグレイン,"￥3,980","￥4,000代",0,,,,,,,,
1992-04-27,1,4,ACT,任天堂,星のカービィ,"￥2,900","￥3,000代",172,,桜井政博,"岩田聡(SUNDAY RAIN)","桜井政博|MOGAMI KURANO",石川淳,,金井誠,
1992-04-28,1,3,SLG,シグマ商事,ポケットバトル,"￥3,500","￥3,500代",0,,,,,,,,
1992-04-28,1,3,STG,アルトロン,レッドオクトーバーを追え,"￥4,500","￥4,500代",0,,,,,ベイジル・ポールドゥリス,トム・クランシー|『レッド・オクトーバーを追え』,,
1992-05-02,1,3,ACT,ケムコ,スパイVSスパイとらっぱーず天国,"￥3,800","￥4,000代",0,,,,,,,,
1992-05-02,1,2,PZL,エポック社,パネルの忍者ケサマルサラ姫お助け申す！の巻,"￥3,500","￥3,500代",0,,,,,,,,
1992-05-29,1,4,STG,任天堂,X(エックス),"￥3,900","￥4,000代",0,,,,,タイラー・ベイツ|チェルシー・ウルフ(英語版),タイ・ウェスト,,
1992-06-26,1,3,ACT,イマジニア,スーパーハンチバック,"￥3,800","￥4,000代",0,,,,,,,,
1992-06-26,1,2,PZL,ヘクト,ソリテア,"￥3,900","￥4,000代",0,,,,,,,,
1992-06-26,1,3,ACT,アルトロン,ホーム・アローン,"￥4,500","￥4,500代",0,,,,,ジョン・ウィリアムズ,ジョン・ヒューズ,,
1992-07-03,1,4,RPG,やのまん,うる星やつらミス友引を捜せ！,"￥5,200","￥5,000代",0,,,,,,,,
1992-07-10,1,3,ACT,バンダイ,マジカル☆タルるートくん2ライバーゾーンパニック！！,"￥3,500","￥3,500代",0,,,,,,,,
1992-07-17,1,3,SPT,コナミ,コナミックスポーツインバルセロナ,"￥3,500","￥3,500代",0,,,,,,,,
1992-07-17,1,4,RPG,バンプレスト,らんま1/2熱烈格闘編,"￥3,980","￥4,000代",0,,,,,,,,
1992-07-17,1,4,SLG,ベック,宇宙戦艦ヤマト,"￥3,900","￥4,000代",0,,,,岡迫亘弘|松本零士|スタジオぬえ,宮川泰,藤川桂介|田村丸|山本暎一,,
1992-07-17,1,4,SPT,徳間書店インターメディア,東尾修監修プロ野球スタジアム'92,"￥4,800","￥5,000代",0,,,,,,,,
1992-07-24,1,4,ACT,テクノスジャパン,ダウンタウン熱血行進曲どこでも運動会,"￥3,800","￥4,000代",0,,,,,,,,
1992-07-24,1,4,ACT,カプコン,バイオニックコマンドー,"￥3,500","￥3,500代",0,,,,,,,,
1992-07-24,1,3,ACT,NCS,プリンス・オブ・ペルシャ,"￥3,980","￥4,000代",0,,,ジョーダン・メックナー,ジョーダン・メックナー,フランシス・メックナー,,ブライアン・エーラー,
1992-07-30,1,3,SPT,ナムコ,ファミスタ2,"￥3,500","￥3,500代",0,,,,,,,,
1992-07-31,1,4,STG,やのまん,ペンタドラゴン,"￥4,800","￥5,000代",0,,,,,,,,
1992-07-31,1,4,ACT,アイレム,大工の源さんゴーストビルディングカンパニー,"￥3,800","￥4,000代",0,,,,,,,"Max Matsuura",
1992-08-07,1,4,ETC,タカラ,クイズ世界はSHOWBYショーバイ！！,"￥3,980","￥4,000代",0,,,,,,,小松原登|小杉善信|吉田真,
1992-08-07,1,3,TBL,ココナッツジャパンエンターテイメント,シーザースパレス,"￥3,980","￥4,000代",0,,,,,,,,
1992-08-07,1,3,ETC,タカラ,ちびまる子ちゃん4これが日本だよ！王子さま,"￥3,800","￥4,000代",0,,,,,,,,
1992-08-07,1,3,ETC,コナミ,ゲームボーイ電子手帳ナノノート,"￥4,500","￥4,500代",0,,,,,,,,
1992-08-07,1,3,FTG,バンプレスト,バーサスヒーロー格闘王への道,"￥3,980","￥4,000代",0,,,,,,,,
1992-08-07,1,4,ACT,トンキンハウス,マサカリ伝説金太郎アクション編,"￥3,980","￥4,000代",0,,,,,,,,
1992-08-11,1,4,RAC,バリエ,中嶋悟監修F-1HEROGB'92THEGRADEDDRIVER,"￥3,980","￥4,000代",0,,,,,,,,
1992-08-28,1,4,SPT,ホット・ビィ,ハイパーブラックバス,"￥4,500","￥4,500代",0,,,,,,,,
1992-09-04,1,4,SLG,バンダイ,SDガンダムSD戦国伝3新SD戦国伝地上最強編,"￥4,800","￥5,000代",0,,,,,,,,
1992-09-04,1,4,RPG,ケムコ,セレクション2暗黒の封印,"￥4,800","￥5,000代",0,,,,,,,,
1992-09-12,1,3,FTG,ユタカ,キン肉マンザ☆ドリームマッチ,"￥3,500","￥3,500代",0,,,,,富樫則彦,,,
1992-09-14,1,5,RPG,任天堂,カエルの為に鐘は鳴る,"￥3,900","￥4,000代",0,,大澤徹,佐藤成希,真下雅彦|山根知美,戸高一生,坂本賀勇,加納誠,
1992-09-17,1,4,RPG,ナムコ,ビタミーナ王国物語,"￥4,900","￥5,000代",0,,,,,田島勝朗,,,
1992-09-25,1,3,SPT,コナミ,コナミックバスケット,"￥3,500","￥3,500代",0,,,,,,,,
1992-09-25,1,3,SLG,ナグザット,メルヘン倶楽部,"￥3,800","￥4,000代",0,,,,,,,,
1992-09-30,1,4,SLG,光栄,三国志GB版,"￥6,800","￥7,000代",0,,,,,,,,
1992-10-09,1,3,ETC,ココナッツジャパンエンターテイメント,パチンコかぐや姫,"￥3,864","￥4,000代",0,,,,,,,,
1992-10-16,1,2,ETC,ヘクト,3分予想馬番倶楽部,"￥5,800","￥6,000代",0,,,,,,,,
1992-10-16,1,1,PZL,BPS,SPOT,"￥3,500","￥3,500代",0,,,,,,,,
1992-10-16,1,4,RPG,やのまん,アレサ3,"￥4,800","￥5,000代",0,,,,,,,,
1992-10-16,1,3,SPT,バンプレスト,バトルドッジボール,"￥4,980","￥5,000代",0,,,,,富樫則彦,,,
1992-10-21,1,5,ACT,任天堂,スーパーマリオランド26つの金貨,"￥3,900","￥4,000代",270,,清武博二|細川豪彦,原田貴裕|山中勝|小川譲,清武博二|細川豪彦|加納誠,戸高一生,,横井軍平,
1992-10-23,1,3,ACT,ミサワエンターテイメント,アダムスファミリー,"￥3,900","￥4,000代",0,,,,,,,,
1992-10-30,1,1,ACT,ヒロ,キョロちゃんランド,"￥3,980","￥4,000代",0,,,,,,,,
1992-10-30,1,3,ACT,ジャレコ,ランバート,"￥4,000","￥4,000代",0,,,,,,,,
1992-11-06,1,4,ACT,ジャレコ,ファンタズム,"￥3,900","￥4,000代",0,,,,,,,,
1992-11-13,1,4,RPG,バンダイ,セイントパラダイス最強の戦士たち,"￥4,800","￥5,000代",0,,,,,,,,
1992-11-13,1,3,RAC,ココナッツジャパンエンターテイメント,フェラーリ,"￥4,300","￥4,500代",0,,,,,,,,
1992-11-20,1,3,ACT,データイースト,タンブルポップ,"￥3,800","￥4,000代",0,,,,,,,,
1992-11-21,1,3,PZL,任天堂,ヨッシーのクッキー,"￥2,900","￥3,000代",0,,山本雅央|山上仁志|たかさごたつひろ|RYOJIN,ヂュー・リー|よしかわのなえ|山本雄一,日野重文|松本千恵子|いのうえみか,生田ノブヤ|佐藤亜希羅|TSUTOMU|西坂紀子,,横井軍平,
1992-11-27,1,4,ACT,ハドソン,GB原人,"￥3,980","￥4,000代",0,,上田和敏,竹重英樹|伊丹美裕|白谷守,金子良馬|中村孝子,高山博彦,,,
1992-11-27,1,4,ETC,トミー,アメリカ横断ウルトラクイズPART3チャンピオン大会,"￥3,500","￥3,500代",0,,,,,,,,
1992-11-27,1,3,ETC,ビーアイ,きんぎょ注意報！2ぎょぴちゃんを探せ！,"￥4,980","￥5,000代",0,,,,,,,,
1992-11-27,1,3,SPT,コナミ,コナミックアイスホッケー,"￥3,500","￥3,500代",0,,,,,,,,
1992-11-27,1,4,ACT,サンソフト,トリップワールド,"￥3,500","￥3,500代",0,,植田祐一,植田祐一,なりたとしひこ,"PHASE OUT|岩田雅之|石田力|見廣篤",,,
1992-11-27,1,3,ACT,トミー,元気爆発ガンバルンガー,"￥3,800","￥4,000代",0,,,,近藤高光|やまだたかひろ,長谷川智樹,矢立肇,,
1992-12-11,1,3,STG,アイレム,R-TYPE2,"￥3,800","￥4,000代",0,,,,AKIO|TARACHAN,石田雅彦,,,
1992-12-11,1,4,ACT,ユタカ,スーパービックリマン伝説の石版,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-11,1,4,ACT,アイレム,ぬ～ぼ～,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-11,1,3,ACT,トミー,ミラクルアドベンチャーエスパークス失われた聖石ペリヴァロン,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-11,1,4,ACT,カプコン,ロックマンワールド3,"￥3,500","￥3,500代",0,,,,稲船敬二,村田幸史,,藤原得郎,
1992-12-15,1,3,SLG,エニックス,ダンジョンランド,"￥4,600","￥4,500代",0,,,,桜玉吉,,,,
1992-12-18,1,4,ETC,アテナ,クイズ日本昔話アテナのハテナ？,"￥3,980","￥4,000代",0,,,,,,,,
1992-12-18,1,3,ACT,ケムコ,ドクターフランケン,"￥3,900","￥4,000代",0,,,,,,,,
1992-12-18,1,3,ACT,アルトロン,トムとジェリー,"￥4,500","￥4,500代",0,,,,,,,,
1992-12-18,1,3,RPG,バップ,ひとりでできるもん！クッキング伝説,"￥3,900","￥4,000代",0,,,,,,,,
1992-12-18,1,3,ACT,ケムコ,ミッキーズチェイス,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-18,1,3,ACT,ユタカ,宇宙の騎士テッカマンブレード,"￥3,500","￥3,500代",0,,,,TOlllO(設定)|佐野浩敏(原案協力)|佐山善則|中原れい,和田薫,,,
1992-12-18,1,3,STG,T＆Eソフト,地球解放軍ZAS,"￥3,500","￥3,500代",0,,,,,,,,
1992-12-18,1,3,ACT,エンジェル,美少女戦士セーラームーン,"￥3,500","￥3,500代",0,,,,,,,,
1992-12-18,1,4,ETC,アイレム,木づちだクイズだ源さんだ！,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-19,1,3,ACT,エポック社,ドラえもん2アニマル惑星伝説,"￥3,900","￥4,000代",0,,,なかばちしのぶ|小林貴樹|阿部啓太,,大高亮,,沓掛隆志|寺島徹,
1992-12-22,1,3,TBL,イマジニア,4IN1FUNPACK,"￥3,800","￥4,000代",0,,,,,,,,
1992-12-22,1,4,ACT,サン電子,LOONEYTUNESバックスバニーとゆかいな仲間たち,"￥3,600","￥3,500代",0,,,,,,,,
1992-12-25,1,3,STG,PCMコンプリート,ゼノン2メガブラスト,"￥3,864","￥4,000代",0,,,,,,,,
1992-12-25,1,2,ACT,ナムコ,バーコードボーイバトルスペース,"￥8,300","￥8,500代",0,,,,,,,,
1992-12-25,1,4,RPG,アトラス,女神転生ラストバイブル,"￥5,300","￥5,500代",0,,,,,,,,
1992-12-26,1,4,RPG,アスキー,ウィザードリィ外伝2古代皇帝の呪い,"￥4,635","￥4,500代",0,,,,,,,,
1992-12-27,1,3,SPT,アイ・ジー・エス,Jリーグファイティングサッカー,"￥4,800","￥5,000代",0,,澤田芳明,SHILPHEED|水谷靖志|浜田康之|石原和茂|秋本義雄|吉成智,おおぬまいさむ|土居康浩,玉山文人,,いこましんいち,
1992-12-27,1,4,RPG,データイースト,ヘラクレスの栄光動き出した神々,"￥4,800","￥5,000代",0,,,,,,,,
1993-01-03,1,4,ACT,コナミ,悪魔城スペシャルぼくドラキュラくん,"￥3,800","￥4,000代",0,,,,,,,,
1993-01-08,1,3,RAC,ジャレコ,ダーティ・レーシング,"￥3,900","￥4,000代",0,,,,,,,,
1993-01-29,1,3,TBL,バリエ,新日本プロレスリング闘魂三銃士,"￥3,980","￥4,000代",0,,,,,,,,
1993-01-29,1,3,SPT,タイトー,リングレイジ,"￥3,900","￥4,000代",0,,,,,,,,
1993-02-12,1,3,ADV,ビーアイ,サンダーバード,"￥3,980","￥4,000代",0,,,,,,,,
1993-02-19,1,5,RPG,ビック東海,ザードの伝説2偽神の領域,"￥4,900","￥5,000代",0,,きどころかずみ,,野村十稔|きどころかずみ,鈴木ひめ|Thinp.UCHIBORI|玉山文人,きどころかずみ,四条いくお,
1993-02-26,1,4,RPG,バンプレスト,ONI3黒の破壊神,"￥4,980","￥5,000代",0,,,,,,,,
1993-02-26,1,3,ACT,アクレイムジャパン,バートのサバイバルキャンプ,"￥3,980","￥4,000代",0,,,,,,,,
1993-02-26,1,3,ACT,ロジーク,バーニングペーパー,"￥3,200","￥3,000代",0,,,,,,,,
1993-02-26,1,4,ACT,ハドソン,高橋名人の冒険島3,"￥3,800","￥4,000代",0,,,,,,,,
1993-03-12,1,4,ETC,バンダイ,CLUTMASTERウルトラマンに魅せられて,"￥3,800","￥4,000代",0,,,,,,,,
1993-03-19,1,3,SPT,イマジニア,GBバスケットボール,"￥3,900","￥4,000代",0,,,,,,,,
1993-03-19,1,3,ACT,アルトロン,キラートマト,"￥4,500","￥4,500代",0,,,,,,,,
1993-03-19,1,4,SPT,マイクロワールド,ザ・キックボクシング,"￥4,200","￥4,000代",0,,,,,,,,
1993-03-19,1,2,PZL,キャラクターソフト,サンリオカーニバル2,"￥3,296","￥3,500代",0,,,,,,,,
1993-03-19,1,3,TBL,バップ,ダブル役満,"￥4,500","￥4,500代",0,,,,,ナオト・インティライミ(作詞・作曲),,,
1993-03-19,1,4,RPG,ソフエル,モンスターメーカー2ウルの秘剣,"￥4,980","￥5,000代",0,,,,,石井秀仁(作詞・作曲)暗中浪漫|桜井青(作詞・作曲)初恋中毒〜BL編〜,,,
1993-03-26,1,2,ETC,ビック東海,G1キング！三匹の予想屋,"￥5,900","￥6,000代",0,,,,,,,,
1993-03-26,1,4,FTG,コナミ,アウトバースト,"￥4,000","￥4,000代",0,,櫻井正司,ながたまさつぐ,櫻井正司,"萩原善之 十一谷明広",,福井博幸,
1993-03-26,1,3,ACT,ハドソン,ミロンの迷宮組曲,"￥3,800","￥4,000代",0,,,笹川敏幸,笹川敏幸,国本剛章|井上大介,笹川敏幸,,
1993-04-09,1,3,ACT,バンダイ,クレヨンしんちゃんオラとシロはお友達だよ,"￥3,500","￥3,500代",0,,,,,,,,
1993-04-16,1,3,SPT,アクレイムジャパン,NBAオールスターチャレンジ2,"￥3,900","￥4,000代",0,,,,,,,,
1993-04-16,1,4,ACT,カプコン,魔界村外伝THEDEMONDARKNESS,"￥3,500","￥3,500代",0,,,うえやまこうじ,宮崎亮|京谷有紀,里村由紀,,,
1993-04-23,1,3,ACT,ケムコ,ミッキーマウス4魔法のラビリンス,"￥3,900","￥4,000代",0,,,,,,,,
1993-05-21,1,3,SPT,アクレイムジャパン,WWFスーパースターズ2,"￥3,980","￥4,000代",0,,,,,,,,
1993-05-21,1,2,ACT,ジャレコ,妖精物語ロッドランド,"￥3,900","￥4,000代",0,,,,森谷忠明|衛藤浩二,多和田吏,,,
1993-05-28,1,3,ACT,タイトー,バブルボブルJr,"￥3,600","￥3,500代",0,,,,,,,,
1993-05-28,1,3,SLG,イマジニア,ポピュラス外伝,"￥4,900","￥5,000代",0,,,,,,,,
1993-05-28,1,4,RAC,ロジーク,鈴木亜久里F1スーパードライビング,"￥3,900","￥4,000代",0,,,,,,,,
1993-06-06,1,5,RPG,任天堂,ゼルダの伝説夢をみる島,"￥3,900","￥4,000代",0,,手塚卓志,森田和明|葛原貴光,山村康久|有本正直|日野重文|小田部羊一,濱野美奈子|石川こずえ|戸高一生,田邊賢輔|小泉歓晃,宮本茂,
1993-06-18,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ,"￥3,980","￥4,000代",0,,,,,,,,
1993-06-25,1,2,PZL,イマジニア,スプリッツ似顔絵15ゲーム,"￥3,900","￥4,000代",0,,,,,,,,
1993-06-25,1,4,ACT,日本物産,ブービーボーイズ,"￥3,800","￥4,000代",0,,藤原茂樹,,藤原茂樹,吉田健志|船場洋志,,,
1993-07-09,1,3,ACT,アクレイムジャパン,エイリアン3,"￥3,980","￥4,000代",0,,,,,エリオット・ゴールデンサール,キャラクター創造|ダン・オバノン|ロナルド・シャセット,,
1993-07-16,1,4,SPT,テクノスジャパン,びっくり熱血新記録！どこでも金メダル,"￥3,800","￥4,000代",0,,,,,,,,
