発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,価格帯,売り上げ本数TOP50,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1991-09-13,-,4,ETC,アテナ,ゲームデザイナー養成ソフト絵描衛門(でざえもん),"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-20,-,4,ACT,エピックソニー,ドラゴンズレア,"￥5,900","￥6,000代",0,1,,,マイケル・クナウアー|ヴィンス・リー,リック・ダイアー|ビクター・ペンマン|マーティ・フォールガー|ダーリーン・ウォディントン|ドン・ブルース,クリストファー・ストーン,,,-,-,-,-,-,
1991-09-20,-,4,ACT,サンソフト,へべれけ,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-20,31,5,SPT,任天堂,マリオオープンゴルフ,"￥5,825","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-27,-,5,RPG,ビクター音楽産業,イースⅢワンダラーズフロムイース,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-09-27,-,4,ACT,アイレム,スパルタンX2,"￥5,500","￥5,500代",0,1,,,,"西山隆志[注 1]",,,津村建二,-,-,-,-,-,
1991-09-27,-,4,ACT,サンソフト,バトルフォーミュラ,"￥6,200","￥6,000代",0,1,,"CHO MUSOU",北川正昭|野村雅仁|Y.AZUMA,塚田雅士|さとうひろゆき,小高直樹|原伸幸|瀬谷辰宇,,,-,-,-,-,-,
1991-09-27,-,4,RAC,バリエ,中嶋悟監修F-1ヒーロー2,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-04,-,4,ETC,ナムコ,ちびまる子ちゃんうきうきショッピング,"￥5,800","￥6,000代",0,1,,"シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話)",,"重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3])","中村暢之|川原伸司(第2期第1話 - 74話)",富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,-,-,-,-,-,
1991-10-05,-,4,RPG,ユタカ,からくり剣豪伝ムサシロード～からくり人疾走る～,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-12,-,5,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語2光の騎士,"￥8,200","￥8,000代",0,1,,荻野目洋,,伴内弁太|島田晋作|高橋雅行,,,鈴木敏弘,-,-,-,-,-,
1991-10-25,-,5,RPG,ナツメ,カオスワールド,"￥7,000","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-25,-,4,ACT,シグマ商事,たいむゾーン,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-26,-,4,ACT,エンジェル,特救指令ソルブレイン,"￥6,000","￥6,000代",0,1,,,,,瑞木薫,"杉村升 他","宇都宮恭三 梶淳(テレビ朝日) 堀長文(東映)",-,-,-,-,-,
1991-10-30,-,4,PZL,ヘクト,グレートディール,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-01,-,5,TAB,トミー,モノポリー,"￥6,800","￥7,000代",0,1,,,,チャールズ・B・ダロウ (en) ,,,,-,-,-,-,-,
1991-11-15,-,4,ACT,ビクター音楽産業,スターウォーズ(ビクター製),"￥6,700","￥6,500代",0,1,,,アンドリュー・カーター,アキーラ・レドマー|ジョン・ノレス|ギャリー・ウィニック|リック・スタンド|ジョン・バーキー,マーシャル・パーカー,,アキーラ・レドマー|ハワード・フィリップス,-,-,-,-,-,
1991-11-15,-,5,RPG,テクモ,ラディア戦記黎明篇,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,-,4,ADV,タカラ,少年アシベネパール大冒険の巻,"￥6,980","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,-,4,ACT,アイレム,大工の源さん,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,-,4,SHT,ソフエル,地底戦空バゾルダー,"￥6,300","￥6,500代",0,1,,,水谷英治|永倉正明,倉本奈緒|有賀正祐|吉川昇一,安藤童太,倉本奈緒,石川佳幸,-,-,-,-,-,
1991-11-22,-,6,TAB,ココナッツジャパン,パチ夫くん4,"￥8,800","￥9,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-22,-,2,PZL,キャラクターソフト,みんなのたあ坊のなかよし大作戦,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-22,-,5,SPT,ジャレコ,燃えプロ！最強編,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,-,6,TAB,トミー,アメリカ横断ウルトラクイズ史上最大の戦い,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,-,4,TAB,アイマックス,ファミコン囲碁入門,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,-,4,SLG,コナミ,ランパート,"￥5,800","￥6,000代",0,1,,,ジョン・サルウィッツ,ジョン・サルウィッツ|デヴィッド・ラルストン,ブラッド・フラー|ドン・ディークナイテ,,リンダ・ベンツァー,-,-,-,-,-,
1991-12-06,-,4,ACT,東亜プラン,スノーブラザーズ,"￥6,500","￥6,500代",0,1,,,,,太田理,,,-,-,-,-,-,
1991-12-06,-,6,ACT,カプコン,ロックマン4新たなる野望！？,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-06,-,4,ACT,ナムコ,平成天才バカボン,"￥5,800","￥6,000代",0,1,,,,岸義之,本間勇輔,赤塚不二夫,,-,-,-,-,-,
1991-12-13,-,4,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,-,4,ACT,ジャレコ,つるピカハゲ丸めざせ！つるセコの証,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,-,5,ACT,コナミ,ティーンエージミュータントニンジャタートルズ2ザ・マンハッタンプロジェクト,"￥6,900","￥7,000代",0,1,,,,,坂倉優一|冨田朋也|中村康三,,,-,-,-,-,-,
1991-12-13,-,5,SPT,テクモ,テクモスーパーボウル,"￥7,980","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,30,4,PZL,BPS,テトリス2+ボンブリス,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-14,-,4,PZL,任天堂,ヨッシーのたまご,"￥4,757","￥5,000代",0,1,,田尻智,新改裕二|郡山昭仁,丸山傑規|杉森建,増田順一,,宮本茂,-,-,-,16位,-,
1991-12-20,-,4,ACT,アスミック,アスミッくんランド,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,4,ETC,アルトロン,アンタッチャブル,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,4,ACT,サンソフト,ダイナマイトバットマン,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,4,ACT,コナミ,タイニートゥーンアドベンチャーズ,"￥4,900","￥5,000代",0,1,,,,,ブルース・ブロートン,ポール・ディニ,,-,-,-,-,-,
1991-12-20,-,5,ACT,アイレム,パーマンPART2秘密結社マドー団をたおせ！,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,30,5,ACT,日本コンピュータシステム,バトルトード,"￥6,500","￥6,500代",0,1,,,クリス・スタンパー|マーク・ベターリッジ,ティム・スタンパー(英語版)|クリス・スタンパー(英語版)|ケヴィン・ベイリス,デビッド・ワイズ,,ジョエル・ホッホバーグ,-,-,-,-,-,
1991-12-20,-,4,ACT,タカラ,バナナン王子の大冒険,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,4,SPT,ナムコ,ファミスタ'92,"￥5,000","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,32,4,SLG,アスキー,ベスト競馬ダービースタリオン,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,5,RPG,ソフエル,モンスターメーカー7つの秘宝,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,4,TAB,ココナッツジャパン,東京パチスロアドベンチャー,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,-,5,TAB,タイトー,爆笑！！人生劇場3,"￥6,400","￥6,500代",0,1,,,みずのまさる,なかたしんじ|くろさわきょうこ|なりたたけし,神尾憲一,,,-,-,-,-,-,
1991-12-21,-,5,SLG,ユタカ,SDガンダムガチャポン戦士4ニュータイプストーリー,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-21,-,6,SLG,光栄,信長の野望武将風雲録,"￥11,800","￥12,000代",0,1,,,,,菅野よう子,,シブサワ・コウ,-,-,-,-,-,
1991-12-21,-,4,ACT,エンジェル,鳥人戦隊ジェットマン,"￥6,000","￥6,000代",0,1,,,,,"KAZZ TOYAMA(外山和彦)","井上敏樹 他","宇都宮恭三 梶淳(テレビ朝日) 鈴木武幸(東映)",-,-,-,-,-,
1991-12-25,-,4,ACT,アトラス,チキチキマシン猛レース,"￥6,800","￥7,000代",0,1,,,,,"Hoyt Curtin","Larz Bourne Dalton Sandifer Tom Dagenais Michael Maltese","ウィリアム・ハンナ ジョセフ・バーベラ",-,-,-,-,-,
1991-12-26,-,4,SLG,ヨネザワ,バトルストーム,"￥5,800","￥6,000代",0,1,,,,,,けいじま潤,,-,-,-,-,-,
1991-12-27,-,4,ETC,ホットビィ,ザ・ブルーマリーン,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-27,-,4,ACT,エピックソニー,ハドソンホーク,"￥5,900","￥6,000代",0,1,,,,,マイケル・ケイメン|ロバート・クラフト,スティーヴン・E・デ・スーザ|ダニエル・ウォーターズ,,-,-,-,-,-,
1991-12-29,-,5,RPG,ユタカ,ウルトラマン倶楽部3またまた出撃！！ウルトラ兄弟,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-29,-,6,RPG,バンダイ,ファミコンジャンプⅡ最強の7人,"￥8,500","￥8,500代",0,1,,中村光一,斉藤昌快|おきたかひろ,秋本治|荒木飛呂彦|江川達也|徳弘正也|鳥山明|宮下あきら|森田まさのり,門倉聡,折尾一則|石川文則,橋本真司,-,-,-,-,-,
1991-12-29,31,5,RPG,バンプレスト,第2次スーパーロボット大戦,"￥8,200","￥8,000代",0,1,,,庄真宏,阪田雅彦|知見浩之|阪田雅彦,田中伸一,,"じっぱ ひとからげ",-,-,-,-,-,
1992-01-03,-,5,RPG,コナミ,がんばれゴエモン外伝2天下の財宝,"￥6,980","￥7,000代",0,1,,,山根秀直|丸山修|みやおかけんじ,神戸良治|丸尾純子|矢内一則,坂倉雄一|森本ゆきえ,汾陽桂太,,-,-,-,-,-,
1992-01-07,-,4,ACT,ジャレコ,ピザポップ,"￥6,300","￥6,500代",0,1,,,岩永研一,"KAMEKICHI|萱島啓子|KING JOE",小酒井順哉,,,-,-,-,-,-,
1992-01-11,-,4,SHT,アイレム,太陽の勇者ファイバード,"￥6,800","￥7,000代",0,1,,,,植田均|大河原邦男,渡辺俊幸,矢立肇,,-,-,-,-,-,
1992-01-24,-,4,PZL,テクモ,ソロモンの鍵2クールミン島救出作戦,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-24,-,5,SLG,ヘクト,ビジネスウォーズ最強の企業戦略M＆A,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1992-01-25,-,5,RPG,ポニーキャニオン,バーズテイルⅡTHEDISTINYKNIGHT,"￥7,000","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-30,-,5,TAB,ヘクト,将棋名鑑'92,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-31,-,5,ACT,サンソフト,ギミック,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-31,-,4,ACT,タイトー,ドンドコドン2,"￥5,900","￥6,000代",0,1,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,-,-,-,-,-,
1992-01-31,-,4,ACT,コナミ,バッキーオヘア,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-07,-,5,RAC,日本物産,F-1サーカス,"￥6,600","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-02-07,-,4,SPT,テクノスジャパン,いけいけ熱血ホッケー部「すべってころんで大乱闘」,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-14,-,4,ETC,アイマックス,ネイビーブルー,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-21,-,4,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsドラゴンオブフレイム,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-28,-,4,PZL,サミー工業,パズロット,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-06,-,5,RPG,サミー工業,マジックキャンドル,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-06,-,4,ACT,タカラ,伝染るんです。かわうそハワイへ行く,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-10,-,4,TAB,ヘクト,囲碁指南'92,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-13,-,5,SPT,ナムコ,ナムコクラシックⅡ,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-14,-,5,SLG,任天堂,ファイアーエムブレム外伝,"￥6,600","￥6,500代",0,1,,加賀昭三,いまにしまさゆき|たじまつねやす|吉田康二|ふくらけい|しみずまさひろ,加賀昭三|町田敏|村松敏孝|大西直孝,辻横由佳,,横井軍平,-,-,-,-,-,
1992-03-19,-,4,SPT,タイトー,究極ハリキリ甲子園,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-20,-,5,ETC,ハドソン,SUPER桃太郎電鉄,"￥5,800","￥6,000代",0,1,,さくまあきら,飛田雅宏,土居孝幸,関口和之,,すずきとよじ,-,-,-,-,-,
1992-03-20,-,4,ETC,エンジェル,それいけ！アンパンマンみんなでハイキングゲーム！,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,-,4,ACT,エピックソニー,HOOK,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,-,4,ACT,ホットビィ,WWFレッスルマニアチャレンジ,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,-,4,ACT,キャラクターソフト,ハローキティワールド,"￥4,800","￥5,000代",0,1,,坂本賀勇,小野寺正|鈴木英夫|安間基夫,杉野憲一,田中宏和,,横井軍平,-,-,-,-,-,
1992-03-27,-,4,ACT,ジャレコ,プラズマボール,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-28,-,4,SPT,サンソフト,炎の闘球児ドッジ弾平,"￥6,500","￥6,500代",0,1,,,,はしもとかつみ|郷敏治,勝又隆一,こしたてつひろ,,-,-,-,-,-,
1992-04-17,-,2,ACT,タカラ,ひらけ！ポンキッキ,"￥4,980","￥5,000代",0,1,,,,,,,五社英雄|太地恒夫|野田宏一郎|大島正|藤田洋一|ほか,-,-,-,-,-,
1992-04-17,-,6,ADV,ココナッツジャパン,舛添要一朝までファミコン,"￥7,980","￥8,000代",0,1,,,,,,,舛添要一,-,-,-,-,-,
1992-04-24,-,4,RAC,科研,エキサイティングラリー,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-04-24,-,4,ACT,タイトー,わんぱくコックンのグルメワールド,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-04-24,-,4,ACT,アイレム,重力装甲メタルストーム,"￥6,500","￥6,500代",0,1,,みやたけんご,やましたひかる,沼山定光|転清,わたなべとおる,,ふたみひろし,-,-,-,-,-,
1992-04-25,-,4,ADV,ユタカ,ひょっこりひょうたん島なぞのかいぞくせん,"￥6,000","￥6,000代",0,1,,"須藤典彦[注 1]",,松原徳弘|亀田祥倫,やまだ豊,青山剛昌,,-,-,-,-,-,
1992-05-20,-,5,TAB,日本物産,麻雀大戦,"￥6,600","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-05-29,-,5,TAB,ヘクト,クイズプロジェクトQ,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-05,-,4,SPT,カプコン,CAPCOMバルセロナ'92,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-06-10,-,5,SLG,ナムコ,三国志Ⅱ覇王の大陸,"￥6,900","￥7,000代",0,1,,,,,天岸真志,,,-,-,-,-,-,
1992-06-19,-,4,ACT,バンダイ,まじかる☆タルるートくん2まほうだいぼうけん,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,30,5,RPG,コナミ,エスパードリーム2新たなる戦い,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,-,4,ACT,パックインビデオ,ターミネーター2,"￥6,500","￥6,500代",0,1,,,,,ブラッド・フィーデル,ジェームズ・キャメロン|ウィリアム・ウィッシャー,,-,-,-,-,-,
1992-06-26,-,4,SPT,テクノスジャパン,びっくり熱血新記録はるかなる金メダル,"￥6,500","￥6,500代",0,1,,,高橋充|さかがみたかゆき,白戸政男|坪谷衛,澤和雄|平沢道也,,,-,-,-,-,-,
1992-06-26,-,4,SLG,アイジーエス,陰謀の惑星シャンカラ,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,-,5,ACT,タイトー,聖鈴伝説リックル,"￥6,800","￥7,000代",0,1,,吉本伸一,"知花司|David BoØwy",中村幽子,横山喜次|鞠川雪映,"吉本伸一|David BoØwy",吉本伸一|転清,-,-,-,-,-,
1992-07-03,-,4,SPT,ジーオーワン,THEGOLF'92(ザゴルフ92),"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-07-10,-,4,TAB,ココナッツジャパン,パチンコ大作戦2,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-07-17,-,4,SHT,ナグザット,SummerCarnical'92烈火(サマーカーニバル),"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
